asin	title	subcat1	subcat2	obj1	pb1	obj2	pb2	obj3	pb3	obj4	pb4	obj5	pb5	obj6	pb6	obj7	pb7
0316045136	The Food Lover's Guide to Wine Hardcover	Cookbooks, Food & Wine	Beverages & Wine	wine glass	85.9528183937												
0316058432	Mr. Popper's Penguins Paperback	Children's Books	Animals	bird	99.8524367809												
0316067911	Rule Number Two: Lessons I Learned in a Combat Hospital Paperback	Biographies & Memoirs	Leaders & Notable People	chair	76.7504990101												
0316070130	Martin & Mahalia: His Words, Her Song Hardcover	Children's Books	History	tie	66.1260008812												
0316071706	Museum ABC Hardcover	Children's Books	Early Learning	cat	96.6262638569	apple	92.8420186043										
0316074314	The Luminaries: A Novel (Man Booker Prize) Hardcover	Literature & Fiction	Genre Fiction	clock	54.1762113571												
0316080683	The Dragon's Path (The Dagger and the Coin) Paperback	Literature & Fiction	Action & Adventure	horse	82.8719198704												
0316085006	James Beard's New Fish Cookery Paperback	Cookbooks, Food & Wine	Cooking by Ingredient	wine glass	74.9216198921												
0316098124	2312 Hardcover	Science Fiction & Fantasy	Science Fiction	apple	52.576905489												
0316099783	Beautiful Day: A Novel Hardcover	Literature & Fiction	Genre Fiction	gown	96.6867506504												
0316106917	A Wish for Wings That Work: An Opus Christmas Story Paperback	Children's Books	Growing Up & Facts of Life	bird	84.9434673786												
0316111643	Arthur Writes a Story: An Arthur Adventure (Arthur Adventures) Paperback	Children's Books	Growing Up & Facts of Life	teddy	56.4035892487												
0316112321	Arthur's Thanksgiving (Arthur Adventures) Paperback	Children's Books	Growing Up & Facts of Life	bird	67.6674365997												
0316113166	Arthur's Pet Business (An Arthur Adventure) Paperback	Children's Books	Growing Up & Facts of Life	teddy	91.3362324238												
0316113697	The Name of this Book Is Secret (The Secret Series, Book 1) Paperback	Children's Books	Science Fiction & Fantasy	clock	89.1741514206												
0316114286	Kelly Hoppen Home: From Concept to Reality Hardcover	Crafts, Hobbies & Home	Home Improvement & Design	potted plant	56.4708352089	vase	55.8368504047										
0316119202	The Enormous Egg Paperback	Children's Books	Animals	bird	75.2443015575												
0316123056	``When Did You See Her Last?`` (All the Wrong Questions) Hardcover	Children's Books	Growing Up & Facts of Life	vase	63.3280456066												
0316125954	Starry River of the Sky Hardcover	Children's Books	Literature & Fiction	carton	84.1412186623	umbrella	61.7830395699										
0316126489	Wise Men: A Novel Hardcover	Literature & Fiction	Genre Fiction	car	94.8825061321												
0316127310	A Drop of the Hard Stuff (Matthew Scudder Novels) Paperback	Mystery, Thriller & Suspense	Thrillers & Suspense	chair	75.0571012497												
0316127965	Boy21 Paperback	Children's Books	Growing Up & Facts of Life	mask	78.3312797546	bird	57.5398504734										
0316134023	Daughter of Smoke & Bone Hardcover	Teen & Young Adult	Literature & Fiction	mask	99.1601645947												
0316154660	How to Raise a Jewish Dog Paperback	Humor & Entertainment	Humor	dog	88.5173976421												
0316159727	Yiddish with Dick and Jane Hardcover	Humor & Entertainment	Humor	dog	97.6983845234												
0316166472	Eggs Paperback	Teen & Young Adult	Literature & Fiction	cake	57.9510092735												
0316175668	The Snow Child: A Novel Paperback	Literature & Fiction	Genre Fiction	dog	86.3288879395	crossword_puzzle	58.8653981686										
0316187453	Small Plates and Sweet Treats: My Family's Journey to Gluten-Free Cooking, from the Creator of Cannelle et Vanille Hardcover	Cookbooks, Food & Wine	Regional & International	cup	63.1889283657	cake	62.077742815	bakery	56.390953064								
031618845X	The Thicket Hardcover	Literature & Fiction	Action & Adventure	horse	99.9914526939												
0316197661	Animal Crackers: A Delectable Collection of Pictures, Poems, and Lullabies for the Very Young Hardcover	Children's Books	Literature & Fiction	teddy	83.4102094173												
0316206202	Give Us a Kiss: A Novel Paperback	Mystery, Thriller & Suspense	Thrillers & Suspense	bed	62.4078571796												
0316208167	Once Upon a Memory Hardcover	Children's Books	Science, Nature & How It Works	cat	84.6496522427	teddy	76.3719439507										
0316209171	Knock Knock: My Dad's Dream for Me Hardcover	Children's Books	Growing Up & Facts of Life	cat	53.0150294304	teddy	52.3224413395										
0316212261	The Parasol Protectorate Boxed Set: Soulless, Changeless, Blameless, Heartless and Timeless Paperback	Literature & Fiction	Genre Fiction	umbrella	99.9997854233												
0316213101	The Coldest Girl in Coldtown Hardcover	Teen & Young Adult	Science Fiction & Fantasy	tie	66.3626372814	vase	64.5613670349										
0316213373	Melt: The Art of Macaroni and Cheese Hardcover	Cookbooks, Food & Wine	Cooking by Ingredient	pizza	99.9819457531												
0316213527	We Are Anonymous: Inside the Hacker World of LulzSec, Anonymous, and the Global Cyber Insurgency Paperback	Politics & Social Sciences	Politics & Government	umbrella	98.69171381												
0316219622	The Very Fairy Princess: A Fairy Merry Christmas (Passport to Reading Level 1) Paperback	Children's Books	Literature & Fiction	bird	52.5645136833												
0316219819	The Secret Series Complete Collection Paperback	Children's Books	Action & Adventure	carton	99.5996236801												
0316221902	Isa Does It: Amazingly Easy, Wildly Delicious Vegan Recipes for Every Day of the Week Hardcover	Cookbooks, Food & Wine	Vegetarian & Vegan	bowl	71.0655391216	potted plant	60.9819948673	fork	50.7463216782								
0316231053	The Fever Hardcover	Literature & Fiction	Genre Fiction	bed	65.5748605728												
0316332747	Lost Highway: Journeys and Arrivals of American Musicians Paperback	Arts & Photography	Music	tie	54.9546539783												
0316352942	Scoundrel Time Paperback	Biographies & Memoirs	Arts & Literature	wine glass	70.2327311039	vase	62.7201139927										
0316357200	Desserts by Pierre Herme Hardcover	Cookbooks, Food & Wine	Regional & International	fork	55.8388531208												
0316357413	Chocolate Desserts by Pierre Herme Hardcover	Cookbooks, Food & Wine	Special Diet	cake	78.177511692												
0316496987	The Dessert Bible Hardcover	Cookbooks, Food & Wine	Cooking Education & Reference	sandwich	51.8406391144												
0316517291	Mr. Revere and I: Being an Account of certain Episodes in the Career of Paul Revere,Esq. as Revealed by his Horse Paperback	Teen & Young Adult	Historical Fiction	dog	76.713758707												
0316545198	Great Italian Desserts Hardcover	Cookbooks, Food & Wine	Regional & International	bakery	97.7564275265	cake	80.2280128002	pizza	51.1537313461	dining table	50.6461024284						
0316702056	Colette's Cakes: The Art of Cake Decorating Hardcover	Cookbooks, Food & Wine	Baking	bakery	58.488368988												
0316702064	Colette's Christmas/Cakes, Cookies, Pies and Other Edible Art from the Author of Colette's Cakes Hardcover	Cookbooks, Food & Wine	Baking	cake	67.0660018921												
0316702749	Colette's Birthday Cakes Hardcover	Cookbooks, Food & Wine	Baking	cake	79.7218561172	bakery	76.7912387848										
0316735779	Boy of Mine Board book	Children's Books	Growing Up & Facts of Life	teddy	87.4166488647												
0316741388	David and Goliath (A Bible Story) Hardcover	Children's Books	Religions	cake	54.115241766												
0316767727	Nine Stories Paperback	Literature & Fiction	Short Stories & Anthologies	carton	61.3023877144												
0316779032	The Discipline Book: How to Have a Better-Behaved Child From Birth to Age Ten Paperback	Parenting & Relationships	Parenting	teddy	61.698192358												
0316779490	Naked Hardcover	Humor & Entertainment	Humor	swimming_trunks	97.3258674145												
0316788880	You Can Go to the Potty (Sears Children Library) Hardcover	Children's Books	Growing Up & Facts of Life	cup	67.7158951759												
0316806056	Space Station Seventh Grade Paperback	Teen & Young Adult	Literature & Fiction	sports ball	97.3751246929												
0316927112	My New York: New Anniversary Edition Hardcover	Children's Books	Arts, Music & Photography	umbrella	56.150251627	car	55.9385478497										
0316985643	Never, Ever Shout in a Zoo Hardcover	Children's Books	Animals	zebra	51.4811813831												
0321012690	Harper Single Volume American Literature, 3rd Edition 3rd Edition	Literature & Fiction	History & Criticism	cup	56.5437555313												
0321121864	Mobilization, Participation, and Democracy in America (Longman Classics Edition) 1st Edition	Politics & Social Sciences	Politics & Government	chair	59.3857526779												
0321227360	Trigonometry (Lial/Hornsby/Schneider Series) 8th Edition	Science & Math	Mathematics	bird	99.6340036392												
0321233026	In Context: Reading and Writing in Cultural Conversations (2nd Edition) 2nd Edition	Reference	Writing, Research & Publishing Guides	chair	51.0545015335												
0321263286	AP Exam Workbook to Accompany America Past and Present 7th Edition	New, Used & Rental Textbooks	Humanities	carton	59.3340814114												
0321295358	Algorithm Design 1st Edition	Computers & Technology	Programming	bird	97.4451541901												
0321338987	30/30: Thirty American Stories from the Last Thirty Years (Penguin Academics Series) 1st Edition	Literature & Fiction	History & Criticism	bicycle	53.1960844994												
0321389514	The Little, Brown Handbook 10th Edition	Reference	Writing, Research & Publishing Guides	chair	54.1325986385												
0321500628	Sears and Zemansky's University Physics, Vol. 1 (Chapters 1-20) 12th Edition	New, Used & Rental Textbooks	Science & Mathematics	clock	54.4533312321												
0321501551	Principles of Animal Physiology (2nd Edition) 2nd Edition	New, Used & Rental Textbooks	Science & Mathematics	bird	82.2343587875												
0321507436	Ecology: The Experimental Analysis of Distribution and Abundance (6th Edition) 6th Edition	New, Used & Rental Textbooks	Science & Mathematics	teddy	51.0261297226												
0321545761	Vertebrate Life (8th Edition) 8th Edition	Science & Math	Biological Sciences	zebra	99.473297596												
0321556712	Into The Jungle: Great Adventures in the Search for Evolution 1st Edition	New, Used & Rental Textbooks	Science & Mathematics	dog	78.5015761852												
0321568095	Conceptual Physics (11th Edition) 11th Edition	New, Used & Rental Textbooks	Science & Mathematics	airplane	95.1019585133												
0321569768	iGenetics: A Molecular Approach (3rd Edition) 3rd Edition	New, Used & Rental Textbooks	Medicine & Health Sciences	clock	78.2216608524												
0321581016	Study Guide and Solutions Manual for iGenetics: A Molecular Approach 3rd Edition	New, Used & Rental Textbooks	Medicine & Health Sciences	clock	83.8001847267												
032159231X	Organic Chemistry (7th Edition) 7th Edition	Science & Math	Chemistry	bird	70.2832400799												
0321597966	Biological Science Plus MasteringBiology with eText -- Access Card Package (4th Edition) 4th Edition	New, Used & Rental Textbooks	Science & Mathematics	bird	90.4865026474												
0321598202	Biological Science (4th Edition) 4th Edition	New, Used & Rental Textbooks	Science & Mathematics	bird	86.290627718												
0321598717	Solutions Manual for Organic Chemistry, 7th Edition 7th Edition	Science & Math	Chemistry	bird	55.3247332573												
0321614003	College Mathematics for Business, Economics, Life Sciences and Social Sciences (12th Edition) (Barnett) 12th Edition	Business & Money	Skills	potted plant	78.5023868084	vase	71.2938189507										
0321645855	Thinking Mathematically, Fifth Edition 5th Edition	New, Used & Rental Textbooks	Science & Mathematics	cow	89.972358942												
0321651332	Microbiology: A Laboratory Manual (9th Edition) 9th Edition	Science & Math	Biological Sciences	cup	59.4819188118												
0321663055	Introductory Chemistry: Concepts and Critical Thinking (6th Edition) 6th Edition	Science & Math	Chemistry	sports ball	89.5218968391												
032166812X	Essentials of Oceanography (10th Edition) 10th Edition	Science & Math	Nature & Ecology	bird	68.6016440392												
0321690583	PASW Statistics 18 Guide to Data Analysis 1st Edition	Science & Math	Mathematics	crossword_puzzle	81.81												
0321696816	Campbell Biology: Concepts & Connections (7th Edition) 7th Edition	New, Used & Rental Textbooks	Science & Mathematics	dog	79.7883272171												
0321724127	Concepts of Genetics (10th Edition) 10th Edition	New, Used & Rental Textbooks	Medicine & Health Sciences	prayer_rug	57.6675415039												
0321750896	General, Organic, and Biological Chemistry: Structures of Life (4th Edition) 4th Edition	Education & Teaching	Schools & Teaching	apple	62.1064960957												
0321753348	Conceptual Physical Science (5th Edition) 5th Edition	Science & Math	Astronomy & Space Science	boat	63.2191479206												
0321756312	The Atmosphere: An Introduction to Meteorology (12th Edition) 12th Edition	Science & Math	Earth Sciences	airplane	56.8349719048												
0321773365	Vertebrate Life (9th Edition) 9th Edition	New, Used & Rental Textbooks	Science & Mathematics	bird	76.1792063713												
0321784111	Food Photography: From Snapshots to Great Shots 1st Edition	New, Used & Rental Textbooks	Humanities	bakery	84.6198260784												
0321787455	Essentials of Anatomy & Physiology 6th Edition	New, Used & Rental Textbooks	Medicine & Health Sciences	swimming_trunks	87.2759580612												
0321791959	Thinking About Biology: An Introductory Laboratory Manual (4th Edition) 4th Edition	New, Used & Rental Textbooks	Science & Mathematics	bird	99.4804918766	cow	66.7300581932										
0321802993	Study Guide for Microbiology: An Introduction 11th Edition	Science & Math	Biological Sciences	tie	55.1397383213												
0321814061	Earth: An Introduction to Physical Geology (11th Edition) 11th Edition	Science & Math	Earth Sciences	bed	55.5947601795												
0321821467	Globalization and Diversity: Geography of a Changing World (4th Edition) 4th Edition	Science & Math	Earth Sciences	boat	98.4104394913												
0321846729	Rhetorical Grammar: Grammatical Choices, Rhetorical Effects (7th Edition) 7th Edition	Reference	Writing, Research & Publishing Guides	carton	84.3371152878												
0323036058	McMinn's Clinical Atlas of Human Anatomy with DVD (McMinn's Clinical Atls of Human Anatomy) 6th Edition	New, Used & Rental Textbooks	Medicine & Health Sciences	bowl	51.5066921711												
0323078915	Understanding Pathophysiology (Huether, Understanding Pathophysiology) 5th Edition	New, Used & Rental Textbooks	Medicine & Health Sciences	donut	57.9801261425												
0323096441	The Harriet Lane Handbook: Mobile Medicine Series 20th Edition	Medical Books	Medicine	bed	57.74050951												
0324407114	Introduction to Business 4th Edition	Business & Money	Management & Leadership	tie	59.834843874	chair	52.6229023933										
0325026807	Teaching Reading in Small Groups: Differentiated Instruction for Building Strategic, Independent Readers unknown Edition	Education & Teaching	Schools & Teaching	book	50.528126955												
0325028745	Genre Study: Teaching with Fiction and Nonfiction Books unknown Edition	Education & Teaching	Schools & Teaching	sports ball	91.7152702808												
032504435X	Texts and Lessons for Teaching Literature: with 65 fresh mentor texts from Dave Eggers, Nikki Giovanni, Pat Conroy, Jesus Colon, Tim O'Brien, Judith Ortiz Cofer, and many more 1st Edition	Education & Teaching	Schools & Teaching	book	61.0533952713												
032505083X	Subjects Matter, Second Edition: Exceeding Standards Through Powerful Content-Area Reading 2nd Edition	Education & Teaching	Schools & Teaching	book	64.3655538559												
0328017663	Social Studies: The World, Grade 6	Children's Books	Geography & Cultures	clock	96.7453479767												
0328034258	Scott Foresman Science: Grade 5	New, Used & Rental Textbooks	Education	cake	52.0377159119	cat	50.3263175488										
032807568X	Social Studies All Together, Grade 1 (Scott Foresman Social Studies)	Children's Books	Geography & Cultures	teddy	62.9782259464												
0328075728	SOCIAL STUDIES 2005 PUPIL EDITION GRADE 5 THE UNITED STATES	Children's Books	History	umbrella	51.4932692051												
0328081752	Scott Foresmen Social Studies Workbook, Grade 2 Workbook Edition	Children's Books	Geography & Cultures	clock	71.5327262878												
0328081787	SS05 WORKBOOK GRADE 5 THE UNITED STATES Workbook Edition	Children's Books	Geography & Cultures	clock	97.1619367599												
0328081795	SS05 WORKBOOK GRADE 4/5 BUILDING A NATION (Scott Foresmen Social Studies 2005) Workbook Edition	Children's Books	Geography & Cultures	clock	93.3240532875												
0328100048	SCIENCE 2006 PUPIL EDITION SINGLE VOLUME EDITION GRADE 4 (See Learning in a Whole New Light) Hardcover	Children's Books	Science, Nature & How It Works	cat	74.0639567375												
0328239763	SOCIAL STUDIES 2008 STUDENT EDITION (HARDCOVER) BUILDING A NATION	Children's Books	Geography & Cultures	clock	91.5369510651												
0328243531	READING 2008 STUDENT EDITION (HARDCOVER) GRADE 5	Children's Books	Education & Reference	dog	61.6874575615												
0328263648	SCOTT FORESMAN ADDISON WESLEY MATH 2008 STUDENT EDITION (CONSUMABLE) GRADE 1 Student Edition	Children's Books	Education & Reference	sports ball	50.2378344536												
0328289612	SCIENCE 2008 STUDENT EDITION (HARDCOVER) GRADE 5	New, Used & Rental Textbooks	Education	bird	63.448792696												
0328455822	Scott Foresman Science: The Diamond Edition 0th Edition	New, Used & Rental Textbooks	Education	teddy	70.6189036369												
0330320297	The Daily Telegraph Big Book of Cryptic Crosswords No. 1 Paperback	Humor & Entertainment	Puzzles & Games	crossword_puzzle	53.7004470825												
0330412078	Daily Telegraph Big Book of Cryptic Crosswords 9 (Bk.9) Paperback	Humor & Entertainment	Puzzles & Games	crossword_puzzle	50.46												
0330426737	Odinn's Child: The Heroes of the North Live On (Viking Trilogy) Paperback	Literature & Fiction	Action & Adventure	vase	82.9683363438												
0330437720	The ``Daily Telegraph`` Big Book of Cryptic Crosswordsbk. 14 Paperback	Humor & Entertainment	Puzzles & Games	crossword_puzzle	75.4160165787												
0330518704	The crow trap Paperback	Mystery, Thriller & Suspense	Thrillers & Suspense	bird	77.201962471												
0330520814	The Daily Telegraph Codewords 5 (Daily Telegraph's Codewords)	Humor & Entertainment	Puzzles & Games	crossword_puzzle	100												
0330525891	The Daily Telegraph Cryptic Crosswords 67 (Daily Telegraph Cryptic Crossword Book) Paperback	Humor & Entertainment	Puzzles & Games	crossword_puzzle	100												
0330532723	Christmas at Tiffany's Paperback	Literature & Fiction	Genre Fiction	umbrella	66.511285305												
0330544314	Clippie Girls			tie	76.6121208668												
0340706473	The Black Death Transformed: Disease and Culture in Early Renaissance Europe (Arnold Publication) 1st Edition	New, Used & Rental Textbooks	Medicine & Health Sciences	horse	63.2434427738												
0340898259	Call of the Wild Paperback	Reference	Writing, Research & Publishing Guides	horse	53.0636131763												
0340919396	Alex Ferguson: My Autobiography Hardcover	Biographies & Memoirs	Professionals & Academics	tie	87.5005543232												
034532448X	The October Country: Stories Mass Market Paperback	Literature & Fiction	Genre Fiction	bottle	54.5542836189												
0345342763	How to Raise a Healthy Child in Spite of Your Doctor: One of America's Leading Pediatricians Puts Parents Back in Control of Their Children's Health Mass Market Paperback	Health, Fitness & Dieting	Children's Health	tie	89.5001173019												
0345345061	The Tolkien Reader Mass Market Paperback	Literature & Fiction	Poetry	cat	63.9169514179												
0345345827	Feast of Sunlight: The Sumptuous Cusine of Key West's Master Chef Hardcover	Cookbooks, Food & Wine	Cooking Methods	vase	54.4878482819	wine glass	50.9611725807										
0345346246	How to Make $20,000 a Year in Antiques & Collectibles Without Leaving Your Job Mass Market Paperback	Crafts, Hobbies & Home	Antiques & Collectibles	bird	87.8480792046												
0345349571	A Distant Mirror: The Calamitous 14th Century Paperback	History	Europe	horse	64.4140720367												
034536239X	Sun Tzu: The Art of Warfare 1st Edition	History	World	carton	58.1528127193												
0345370996	Lao Tzu: Te-Tao Ching - A New Translation Based on the Recently Discovered Ma-wang-tui Texts (Classics of Ancient China) Paperback	Politics & Social Sciences	Philosophy	carton	68.4903621674												
0345379373	Alpine Betrayal: An Emma Lord Mystery Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	chair	53.2878935337												
0345382706	The Alpine Christmas (Emma Lord Mysteries) Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	sports ball	85.4456365108												
0345388437	The Alpine Fury (An Emma Lord Mystery) Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	vase	65.6071960926												
0345405013	The Proud Tower: A Portrait of the World Before the War, 1890-1914 Paperback	History	Military	horse	62.4207258224												
0345414349	The Plain Reader: Essays on Making a Simple Life Paperback	Politics & Social Sciences	Social Sciences	chair	97.3094880581												
0345421248	The Alpine Menace: An Emma Lord Mystery Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	bowl	89.7092878819												
0345421256	The Alpine Nemesis: An Emma Lord Mystery Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	potted plant	86.0301554203	vase	73.5023379326										
0345429397	Savage Spawn: Reflections on Violent Children (Library of Contemporary Thought) Paperback	Medical Books	Medicine	wig	69.4353818893												
0345432401	Omerta: A Novel Mass Market Paperback	Literature & Fiction	Genre Fiction	umbrella	53.889721632												
0345439104	Drowning Ruth: A Novel (Oprah's Book Club) Paperback	Literature & Fiction	Dramas & Plays	vase	76.2595117092												
0345441540	Days of Awe: A Novel (Ballantine Reader's Circle) Paperback	Literature & Fiction	United States	car	85.3233754635												
0345445872	Queen of Camelot Paperback	Science Fiction & Fantasy	Fantasy	wig	76.249140501												
0345447913	The Alpine Obituary (An Emma Lord Mystery) Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	umbrella	52.9128789902												
0345447980	Planet of the Apes Mass Market Paperback	Humor & Entertainment	Humor	tv	52.3740172386												
0345458400	Flirting with Disaster Mass Market Paperback	Literature & Fiction	Women's Fiction	car	78.1881809235												
0345468201	The Alpine Traitor (An Emma Lord Mystery) Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	cup	88.8424754143												
0345469577	Society Girls: A Novel (Colshannon) Paperback	Literature & Fiction	Women's Fiction	umbrella	67.8543746471												
0345476794	The Devil's Gentleman: Privilege, Poison, and the Trial That Ushered in the Twentieth Century Hardcover	History	Americas	bottle	91.9945836067												
0345479246	The Mediterranean Prescription: Meal Plans and Recipes to Help You Stay Slim and Healthy for the Rest of Your Life Hardcover	Cookbooks, Food & Wine	Regional & International	potted plant	55.9349060059												
0345480090	One Night of Sin: A Novel (Knight Miscellany) Mass Market Paperback	Romance	Historical	tie	50.4668176174												
0345480821	Grace and Power: The Private World of the Kennedy White House Paperback	Biographies & Memoirs	Leaders & Notable People	tie	69.9668467045												
0345487524	Under and Alone: The True Story of the Undercover Agent Who Infiltrated America's Most Violent Outlaw Motorcycle Gang Mass Market Paperback	Politics & Social Sciences	Politics & Government	motorcycle	93.6499714851												
0345496302	The Spectrum: A Scientifically Proven Program to Feel Better, Live Longer, Lose Weight, and Gain Health Hardcover	Health, Fitness & Dieting	Diets & Weight Loss	tie	73.6292481422	carrot	59.2872858047	broccoli	52.2362112999								
0345496310	The Spectrum: A Scientifically Proven Program to Feel Better, Live Longer, Lose Weight, and Gain Health Paperback	Health, Fitness & Dieting	Diseases & Physical Ailments	carrot	68.4569060802												
0345498194	Moon Shell Beach: A Novel Paperback	Literature & Fiction	Genre Fiction	cake	67.1918690205	orange	65.9956395626										
0345499433	Gears of War: Aspho Fields Paperback	Science Fiction & Fantasy	Science Fiction	motorcycle	50.378626585												
0345499441	Gears of War: Jacinto's Remnant Paperback	Science Fiction & Fantasy	Science Fiction	motorcycle	56.0737192631												
0345502701	Going Home: Finding Peace When Pets Die Paperback	Self-Help	Death & Grief	cat	58.5775971413	dog	53.8945674896										
0345503406	Highland Scoundrel: A Novel (Campbell Trilogy) Mass Market Paperback	Romance	Historical	dog	60.1392865181												
034550626X	The Tell-Tale Horse: A Novel (Sister Jane) Paperback	Literature & Fiction	Action & Adventure	horse	99.9064028263												
0345518195	The Pickup Artist: The New and Improved Art of Seduction Hardcover	Politics & Social Sciences	Social Sciences	bird	55.5946528912												
0345518446	The Womanly Art of Breastfeeding: Completely Revised and Updated 8th Edition Paperback	Health, Fitness & Dieting	Women's Health	cat	71.589243412												
0345518853	One Dance with a Duke (Stud Club Trilogy) Mass Market Paperback	Romance	Historical	swimming_trunks	83.8171601295												
0345518896	Three Nights with a Scoundrel (Stud Club Trilogy) Mass Market Paperback	Romance	Historical	boat	61.2933516502												
0345521080	The Eighty-Dollar Champion: Snowman, the Horse That Inspired a Nation Hardcover	Crafts, Hobbies & Home	Pets & Animal Care	horse	93.14006567	cow	60.4325294495										
0345521099	The Eighty-Dollar Champion: Snowman, The Horse That Inspired a Nation Paperback	Crafts, Hobbies & Home	Pets & Animal Care	horse	96.6635644436	dog	63.3273601532										
034552540X	Four of a Kind: A Novel Paperback	Literature & Fiction	Dramas & Plays	cup	99.1178929806												
0345526910	The Borgias: The Hidden History Hardcover	Biographies & Memoirs	Historical	teddy	59.7209692001												
034552733X	When the Duke Found Love (The Wylder Sisters) Mass Market Paperback	Romance	Historical	bed	52.5210916996												
0345528735	Island Girls: A Novel Hardcover	Literature & Fiction	Genre Fiction	umbrella	98.2783079147												
0345528840	Blossom Street Brides: A Blossom Street Novel Hardcover	Literature & Fiction	Genre Fiction	broccoli	72.2786605358												
034552912X	The Chinese Takeout Cookbook: Quick and Easy Dishes to Prepare at Home Hardcover	Cookbooks, Food & Wine	Regional & International	bowl	89.3479466438	sandwich	55.2416861057										
0345530454	The Big Cat Nap: The 20th Anniversary Mrs. Murphy Mystery Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	cat	84.4673335552												
0345532562	A Woman Entangled (Blackshear Family, Book 3) Mass Market Paperback	Romance	Historical	swimming_trunks	62.161886692												
0345533690	Crazy Thing Called Love (Crooked Creek Ranch) Mass Market Paperback	Literature & Fiction	United States	tie	63.3881032467												
0345534131	The Boleyn Reckoning: A Novel (The Boleyn Trilogy) Paperback	Literature & Fiction	Genre Fiction	donut	56.4514935017												
0345534743	A Most Scandalous Proposal (A Most Series) Mass Market Paperback	Romance	Historical	gown	99.547368288												
0345535154	Deal Breaker: The First Myron Bolitar Novel Mass Market Paperback	Mystery, Thriller & Suspense	Thrillers & Suspense	car	61.2385094166												
0345535871	The Arrangement Mass Market Paperback	Literature & Fiction	Genre Fiction	swimming_trunks	69.8061406612												
0345536061	The Escape (A Survivors' Club Novel) Mass Market Paperback	Literature & Fiction	Genre Fiction	wig	55.1804602146												
0345541820	For All Time: A Nantucket Brides Novel (Nantucket Brides Trilogy) Hardcover	Literature & Fiction	Women's Fiction	gown	89.8866713047												
0345545834	Claim Me (The Stark Series #2) Paperback	Literature & Fiction	Women's Fiction	bed	72.0982253551												
0345547497	Cop Town: A Novel Hardcover	Mystery, Thriller & Suspense	Mystery	umbrella	79.5699238777												
0345548124	A Wicked Pursuit (The Breconridge Brothers) Mass Market Paperback	Literature & Fiction	Genre Fiction	gown	53.5444438457												
0345803221	In Spite of Myself Paperback	Biographies & Memoirs	Arts & Literature	tie	57.2837710381												
0345807154	Cockroaches: The Second Inspector Harry Hole Novel (Harry Hole Series) Paperback	Mystery, Thriller & Suspense	Mystery	boat	56.0930728912												
0349123616	Rabbit Stew and a Penny or Two: A Gypsy Family's Hard Times and Happy Times on the Road in the 1950s Paperback	Biographies & Memoirs	Specific Groups	bowl	55.0546467304	truck	52.5538623333										
0373210868	Pushing the Limits Paperback	Teen & Young Adult	Literature & Fiction	crossword_puzzle	55.1775276661												
0373265646	The Paperwhite Narcissus Paperback	Mystery, Thriller & Suspense	Mystery	vase	75.7202863693	potted plant	54.0530264378										
0373281587	The MacGregors: Robert & Cybil: The Winning HandThe Perfect Neighbor Mass Market Paperback	Romance	Contemporary	gown	95.8619177341												
0373296983	Tempted by the Highland Warrior (MacKinloch Clan, Book 3) Mass Market Paperback	Literature & Fiction	United States	bird	62.2130036354												
0373534388	Ignited by Passion: Stone Cold SurrenderRiding the Storm (The Westmorelands) Mass Market Paperback	Literature & Fiction	United States	bed	81.7602336407	bakery	70.4692065716										
0373534817	Secret Vows (Hideaway (Kimani)) Mass Market Paperback	Literature & Fiction	United States	tie	88.7319564819												
0373730489	What a Westmoreland Wants (The Westmorelands) Mass Market Paperback	Literature & Fiction	United States	wine glass	69.4084584713												
037373090X	A Wife for a Westmoreland Mass Market Paperback	Literature & Fiction	United States	potted plant	52.4684965611												
0373731027	The Proposal Mass Market Paperback	Romance	Contemporary	bottle	84.6462130547	wine glass	60.2001905441	bakery	59.83	dining table	52.6207745075						
0373731981	Texas Wild (Westmorelands) Mass Market Paperback	Literature & Fiction	United States	chair	81.1552643776	dog	78.6447703838	cup	64.3685638905								
0373732104	One Winter's Night Mass Market Paperback	Literature & Fiction	United States	dining table	60.3780210018	candle	52.1818518639										
0373732589	Canyon Mass Market Paperback	Literature & Fiction	United States	bakery	63.6087179184												
0373772793	Heartbreakers: Treat Her RightMr. November (Hqn Romance) Paperback	Literature & Fiction	United States	bird	65.5942857265												
0373773331	Hot Property (The Hot Zone) Mass Market Paperback	Literature & Fiction	United States	bird	67.1071588993												
0373774192	Hot & Bothered Mass Market Paperback	Literature & Fiction	United States	swimming_trunks	96.7486679554												
0373774303	Mackenzie's Heroes: Mackenzie's PleasureMackenzie's Magic (NYT bestselling Author) Mass Market Paperback	Literature & Fiction	United States	horse	99.2606043816												
0373774389	The Next Best Thing (Hqn) Mass Market Paperback	Literature & Fiction	United States	cat	93.3680832386	vase	62.1001720428	bowl	53.497505188	gown	53.3571600914	apple	52.2967815399				
0373775083	Impetuous Innocent (Hqn) Mass Market Paperback	Literature & Fiction	World Literature	gown	54.9421668053												
