asin	title	subcat1	subcat2	obj1	pb1	obj2	pb2	obj3	pb3	obj4	pb4	obj5	pb5	obj6	pb6	obj7	pb7
034532448X	The October Country: Stories Mass Market Paperback	Literature & Fiction	Genre Fiction	stop sign	92.0133709908	bottle	54.5542836189										
0345333926	Ringworld: A Novel (A Del Rey book) Mass Market Paperback	Science Fiction & Fantasy	Science Fiction	scoreboard	83.9740276337												
0345342763	How to Raise a Healthy Child in Spite of Your Doctor: One of America's Leading Pediatricians Puts Parents Back in Control of Their Children's Health Mass Market Paperback	Health, Fitness & Dieting	Children's Health	tie	89.5001173019												
0345345061	The Tolkien Reader Mass Market Paperback	Literature & Fiction	Poetry	cat	63.9169514179												
0345345827	Feast of Sunlight: The Sumptuous Cusine of Key West's Master Chef Hardcover	Cookbooks, Food & Wine	Cooking Methods	vase	54.4878482819	wine glass	50.9611725807										
0345346246	How to Make $20,000 a Year in Antiques & Collectibles Without Leaving Your Job Mass Market Paperback	Crafts, Hobbies & Home	Antiques & Collectibles	bird	87.8480792046												
0345349571	A Distant Mirror: The Calamitous 14th Century Paperback	History	Europe	horse	64.4140720367												
034536239X	Sun Tzu: The Art of Warfare 1st Edition	History	World	carton	58.1528127193												
0345370996	Lao Tzu: Te-Tao Ching - A New Translation Based on the Recently Discovered Ma-wang-tui Texts (Classics of Ancient China) Paperback	Politics & Social Sciences	Philosophy	carton	68.4903621674												
0345379373	Alpine Betrayal: An Emma Lord Mystery Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	chair	53.2878935337												
0345382706	The Alpine Christmas (Emma Lord Mysteries) Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	sports ball	85.4456365108												
0345388437	The Alpine Fury (An Emma Lord Mystery) Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	vase	65.6071960926												
0345405013	The Proud Tower: A Portrait of the World Before the War, 1890-1914 Paperback	History	Military	horse	62.4207258224												
0345414349	The Plain Reader: Essays on Making a Simple Life Paperback	Politics & Social Sciences	Social Sciences	chair	97.3094880581												
0345421248	The Alpine Menace: An Emma Lord Mystery Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	bowl	89.7092878819												
0345421256	The Alpine Nemesis: An Emma Lord Mystery Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	potted plant	86.0301554203	vase	73.5023379326										
034542221X	Careless Whispers Mass Market Paperback	Literature & Fiction	United States	bow_tie	60.9702765942												
0345429397	Savage Spawn: Reflections on Violent Children (Library of Contemporary Thought) Paperback	Medical Books	Medicine	wig	69.4353818893												
0345432401	Omerta: A Novel Mass Market Paperback	Literature & Fiction	Genre Fiction	umbrella	53.889721632												
0345434471	L. A. Requiem (Elvis Cole) Mass Market Paperback	Literature & Fiction	Action & Adventure	cinema	74.3938446045												
0345439104	Drowning Ruth: A Novel (Oprah's Book Club) Paperback	Literature & Fiction	Dramas & Plays	vase	76.2595117092												
0345441540	Days of Awe: A Novel (Ballantine Reader's Circle) Paperback	Literature & Fiction	United States	car	85.3233754635												
0345445872	Queen of Camelot Paperback	Science Fiction & Fantasy	Fantasy	wig	76.249140501												
0345447913	The Alpine Obituary (An Emma Lord Mystery) Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	umbrella	52.9128789902												
0345447980	Planet of the Apes Mass Market Paperback	Humor & Entertainment	Humor	tv	52.3740172386												
0345453425	Cry No More: A Novel Mass Market Paperback	Mystery, Thriller & Suspense	Thrillers & Suspense	stop sign	81.585085392												
0345456327	The Belgariad, Vol. 1 (Books 1-3): Pawn of Prophecy, Queen of Sorcery, Magician's Gambit Paperback	Literature & Fiction	Action & Adventure	brass	81.5120279789												
0345458400	Flirting with Disaster Mass Market Paperback	Literature & Fiction	Women's Fiction	car	78.1881809235												
0345468201	The Alpine Traitor (An Emma Lord Mystery) Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	cup	88.8424754143												
0345469577	Society Girls: A Novel (Colshannon) Paperback	Literature & Fiction	Women's Fiction	umbrella	67.8543746471												
0345476794	The Devil's Gentleman: Privilege, Poison, and the Trial That Ushered in the Twentieth Century Hardcover	History	Americas	bottle	91.9945836067												
0345479246	The Mediterranean Prescription: Meal Plans and Recipes to Help You Stay Slim and Healthy for the Rest of Your Life Hardcover	Cookbooks, Food & Wine	Regional & International	potted plant	55.9349060059												
0345480090	One Night of Sin: A Novel (Knight Miscellany) Mass Market Paperback	Romance	Historical	stop sign	79.3857812881	tie	50.4668176174										
0345480821	Grace and Power: The Private World of the Kennedy White House Paperback	Biographies & Memoirs	Leaders & Notable People	tie	69.9668467045												
0345487524	Under and Alone: The True Story of the Undercover Agent Who Infiltrated America's Most Violent Outlaw Motorcycle Gang Mass Market Paperback	Politics & Social Sciences	Politics & Government	motorcycle	93.6499714851												
0345496302	The Spectrum: A Scientifically Proven Program to Feel Better, Live Longer, Lose Weight, and Gain Health Hardcover	Health, Fitness & Dieting	Diets & Weight Loss	tie	73.6292481422	carrot	59.2872858047	broccoli	52.2362112999								
0345496310	The Spectrum: A Scientifically Proven Program to Feel Better, Live Longer, Lose Weight, and Gain Health Paperback	Health, Fitness & Dieting	Diseases & Physical Ailments	carrot	68.4569060802												
0345496698	Her Every Pleasure: A Novel (Spice Trilogy) Mass Market Paperback	Romance	Historical	street_sign	75.8												
0345498194	Moon Shell Beach: A Novel Paperback	Literature & Fiction	Genre Fiction	cake	67.1918690205	orange	65.9956395626										
0345499433	Gears of War: Aspho Fields Paperback	Science Fiction & Fantasy	Science Fiction	motorcycle	50.378626585												
0345499441	Gears of War: Jacinto's Remnant Paperback	Science Fiction & Fantasy	Science Fiction	motorcycle	56.0737192631												
0345502701	Going Home: Finding Peace When Pets Die Paperback	Self-Help	Death & Grief	cat	58.5775971413	dog	53.8945674896										
0345503406	Highland Scoundrel: A Novel (Campbell Trilogy) Mass Market Paperback	Romance	Historical	dog	60.1392865181												
0345505751	Killer: An Alex Delaware Novel Hardcover	Mystery, Thriller & Suspense	Thrillers & Suspense	cinema	62.7096533775												
034550626X	The Tell-Tale Horse: A Novel (Sister Jane) Paperback	Literature & Fiction	Action & Adventure	horse	99.9064028263												
0345508726	Vietnamerica: A Family's Journey Hardcover	Biographies & Memoirs	Memoirs	Band_Aid	88.13												
0345515625	Raising Happiness: 10 Simple Steps for More Joyful Kids and Happier Parents Paperback	Health, Fitness & Dieting	Psychology & Counseling	kite	69.3793058395												
0345518195	The Pickup Artist: The New and Improved Art of Seduction Hardcover	Politics & Social Sciences	Social Sciences	bird	55.5946528912												
0345518446	The Womanly Art of Breastfeeding: Completely Revised and Updated 8th Edition Paperback	Health, Fitness & Dieting	Women's Health	cat	71.589243412												
0345518853	One Dance with a Duke (Stud Club Trilogy) Mass Market Paperback	Romance	Historical	swimming_trunks	83.8171601295												
0345518896	Three Nights with a Scoundrel (Stud Club Trilogy) Mass Market Paperback	Romance	Historical	boat	61.2933516502												
0345521080	The Eighty-Dollar Champion: Snowman, the Horse That Inspired a Nation Hardcover	Crafts, Hobbies & Home	Pets & Animal Care	horse	93.14006567	cow	60.4325294495										
0345521099	The Eighty-Dollar Champion: Snowman, The Horse That Inspired a Nation Paperback	Crafts, Hobbies & Home	Pets & Animal Care	horse	96.6635644436	dog	63.3273601532										
0345524535	Railsea: A Novel Paperback	Literature & Fiction	Action & Adventure	scoreboard	52.3971021175												
0345524594	Moon Over Soho (Rivers of London) Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	stop sign	74.9397993088												
034552540X	Four of a Kind: A Novel Paperback	Literature & Fiction	Dramas & Plays	cup	99.1178929806												
0345526910	The Borgias: The Hidden History Hardcover	Biographies & Memoirs	Historical	teddy bear	59.7209692001												
034552733X	When the Duke Found Love (The Wylder Sisters) Mass Market Paperback	Romance	Historical	bed	52.5210916996												
0345527682	Smokin' Seventeen (Stephanie Plum) Hardcover	Literature & Fiction	United States	street_sign	78.3609867096												
0345528735	Island Girls: A Novel Hardcover	Literature & Fiction	Genre Fiction	umbrella	98.2783079147												
0345528840	Blossom Street Brides: A Blossom Street Novel Hardcover	Literature & Fiction	Genre Fiction	broccoli	72.2786605358												
034552912X	The Chinese Takeout Cookbook: Quick and Easy Dishes to Prepare at Home Hardcover	Cookbooks, Food & Wine	Regional & International	bowl	89.3479466438	sandwich	55.2416861057										
0345530454	The Big Cat Nap: The 20th Anniversary Mrs. Murphy Mystery Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	cat	84.4673335552												
0345530527	Classico e Moderno: Essential Italian Cooking Hardcover	Cookbooks, Food & Wine	Regional & International	scissors	56.4352035522												
0345531434	Trespassing on Einstein's Lawn: A Father, a Daughter, the Meaning of Nothing, and the Beginning of Everything 1St Edition Edition	Politics & Social Sciences	Philosophy	brass	80.0432741642												
0345532562	A Woman Entangled (Blackshear Family, Book 3) Mass Market Paperback	Romance	Historical	swimming_trunks	62.161886692												
0345533690	Crazy Thing Called Love (Crooked Creek Ranch) Mass Market Paperback	Literature & Fiction	United States	tie	63.3881032467												
0345533763	Love Story, With Murders: A Novel Hardcover	Mystery, Thriller & Suspense	Mystery	stop sign	94.5227742195												
0345534131	The Boleyn Reckoning: A Novel (The Boleyn Trilogy) Paperback	Literature & Fiction	Genre Fiction	donut	56.4514935017												
0345534743	A Most Scandalous Proposal (A Most Series) Mass Market Paperback	Romance	Historical	gown	99.547368288												
0345535073	Blood Eye: A Novel (Raven: Book 1) Mass Market Paperback	Literature & Fiction	Action & Adventure	stop sign	57.0877432823												
0345535154	Deal Breaker: The First Myron Bolitar Novel Mass Market Paperback	Mystery, Thriller & Suspense	Thrillers & Suspense	car	61.2385094166												
0345535332	The Alpine Yeoman (Emma Lord) Hardcover	Mystery, Thriller & Suspense	Mystery	street_sign	69.9650347233												
0345535871	The Arrangement Mass Market Paperback	Literature & Fiction	Genre Fiction	swimming_trunks	69.8061406612												
0345536061	The Escape (A Survivors' Club Novel) Mass Market Paperback	Literature & Fiction	Genre Fiction	wig	55.1804602146												
0345537262	Rogues Hardcover	Literature & Fiction	Action & Adventure	brass	71.62												
0345539478	Unseen: A Novel (Will Trent) Hardcover	Mystery, Thriller & Suspense	Thrillers & Suspense	stop sign	99.9927520752												
0345541820	For All Time: A Nantucket Brides Novel (Nantucket Brides Trilogy) Hardcover	Literature & Fiction	Women's Fiction	gown	89.8866713047												
0345542924	Top Secret Twenty-One (Stephanie Plum) Hardcover	Humor & Entertainment	Humor	stop sign	51.3468801975												
0345545354	A Nantucket Christmas: A Novel Hardcover	Literature & Fiction	Genre Fiction	stop sign	61.0975027084												
0345545834	Claim Me (The Stark Series #2) Paperback	Literature & Fiction	Women's Fiction	bed	72.0982253551												
0345547497	Cop Town: A Novel Hardcover	Mystery, Thriller & Suspense	Mystery	umbrella	79.5699238777												
0345548043	No-Drama Discipline: The Whole-Brain Way to Calm the Chaos and Nurture Your Child's Developing Mind Hardcover	Health, Fitness & Dieting	Psychology & Counseling	Band_Aid	52.4382770061												
0345548124	A Wicked Pursuit (The Breconridge Brothers) Mass Market Paperback	Literature & Fiction	Genre Fiction	gown	53.5444438457												
0345803221	In Spite of Myself Paperback	Biographies & Memoirs	Arts & Literature	tie	57.2837710381												
0345807154	Cockroaches: The Second Inspector Harry Hole Novel (Harry Hole Series) Paperback	Mystery, Thriller & Suspense	Mystery	boat	56.0930728912												
0345807294	The Circle Paperback	Humor & Entertainment	Humor	stop sign	63.32077384												
0349123616	Rabbit Stew and a Penny or Two: A Gypsy Family's Hard Times and Happy Times on the Road in the 1950s Paperback	Biographies & Memoirs	Specific Groups	bowl	55.0546467304	truck	52.5538623333										
0373091311	Hollington Homecoming, Volume One: RSVP with LoveTeach Me Tonight Mass Market Paperback	Literature & Fiction	United States	scoreboard	95.8033263683												
0373210868	Pushing the Limits Paperback	Teen & Young Adult	Literature & Fiction	crossword_puzzle	55.1775276661												
0373265646	The Paperwhite Narcissus Paperback	Mystery, Thriller & Suspense	Mystery	vase	75.7202863693	potted plant	54.0530264378										
0373281587	The MacGregors: Robert & Cybil: The Winning HandThe Perfect Neighbor Mass Market Paperback	Romance	Contemporary	gown	95.8619177341												
0373296983	Tempted by the Highland Warrior (MacKinloch Clan, Book 3) Mass Market Paperback	Literature & Fiction	United States	bird	62.2130036354												
0373534388	Ignited by Passion: Stone Cold SurrenderRiding the Storm (The Westmorelands) Mass Market Paperback	Literature & Fiction	United States	bed	81.7602336407	bakery	70.4692065716										
0373534817	Secret Vows (Hideaway (Kimani)) Mass Market Paperback	Literature & Fiction	United States	bow_tie	99.9999880791	tie	88.7319564819										
0373622430	Afterburn & Aftershock Paperback	Literature & Fiction	Erotica	scissors	80.0416648388												
0373730489	What a Westmoreland Wants (The Westmorelands) Mass Market Paperback	Literature & Fiction	United States	wine glass	69.4084584713												
037373090X	A Wife for a Westmoreland Mass Market Paperback	Literature & Fiction	United States	potted plant	52.4684965611												
0373731027	The Proposal Mass Market Paperback	Romance	Contemporary	bottle	84.6462130547	wine glass	60.2001905441	bakery	59.83	dining table	52.6207745075						
0373731981	Texas Wild (Westmorelands) Mass Market Paperback	Literature & Fiction	United States	chair	81.1552643776	dog	78.6447703838	cup	64.3685638905								
0373732104	One Winter's Night Mass Market Paperback	Literature & Fiction	United States	dining table	60.3780210018	candle	52.1818518639										
0373732589	Canyon Mass Market Paperback	Literature & Fiction	United States	bakery	63.6087179184												
0373772548	Granite Man & Warrior: Granite ManWarrior (price savings flash) Paperback	Romance	Contemporary	street_sign	97.1170544624												
0373772793	Heartbreakers: Treat Her RightMr. November (Hqn Romance) Paperback	Literature & Fiction	United States	bird	65.5942857265												
0373773331	Hot Property (The Hot Zone) Mass Market Paperback	Literature & Fiction	United States	bird	67.1071588993	scissors	57.8643381596										
0373774192	Hot & Bothered Mass Market Paperback	Literature & Fiction	United States	swimming_trunks	96.7486679554												
0373774303	Mackenzie's Heroes: Mackenzie's PleasureMackenzie's Magic (NYT bestselling Author) Mass Market Paperback	Literature & Fiction	United States	horse	99.2606043816												
0373774389	The Next Best Thing (Hqn) Mass Market Paperback	Literature & Fiction	United States	cat	93.3680832386	vase	62.1001720428	bowl	53.497505188	gown	53.3571600914	apple	52.2967815399				
0373775083	Impetuous Innocent (Hqn) Mass Market Paperback	Literature & Fiction	World Literature	gown	54.9421668053												
0373775830	Notorious (Hqn) Mass Market Paperback	Literature & Fiction	British & Irish	gown	80.07												
037377589X	Playing Dirty (HQN) Mass Market Paperback	Literature & Fiction	United States	jersey	84.6378445625												
0373775954	Good Girls Don't (The Donovan Family) Mass Market Paperback	Literature & Fiction	United States	stop sign	91.7004346848												
037377608X	A Home by the Sea (Hqn) Mass Market Paperback	Literature & Fiction	United States	stop sign	83.3072304726												
0373776330	Lacy Mass Market Paperback	Romance	Historical	horse	75.2799808979												
0373776586	Somebody To Love (Hqn) Mass Market Paperback	Romance	Contemporary	dog	94.0567374229	chair	91.7383432388										
0373776675	Forbidden (HQN) Mass Market Paperback	Literature & Fiction	British & Irish	gown	53.6790549755												
0373776853	Undeniably Yours (The Kowalskis) Mass Market Paperback	Literature & Fiction	United States	tie	67.15041399												
0373776918	That Thing Called Love (Bradshaw Brothers) Mass Market Paperback	Literature & Fiction	United States	cup	98.0009973049	donut	52.6714861393										
0373776950	Run the Risk (Love Undercover) Mass Market Paperback	Literature & Fiction	United States	tv	77.5884389877												
0373777612	Bare It All (Love Undercover) Mass Market Paperback	Literature & Fiction	United States	digital_clock	50.1276910305												
0373777795	Getting Rowdy (Love Undercover) Mass Market Paperback	Romance	Contemporary	jersey	90.9586727619												
0373777922	The Best Man (The Blue Heron Series) Mass Market Paperback	Literature & Fiction	United States	dog	91.7938828468												
037377818X	The Trouble with Virtue: A Comfortable WifeA Lady by Day (Hqn) Mass Market Paperback	Literature & Fiction	World Literature	bed	71.9939649105												
0373778325	Take My Breath Away (Cabin Fever) Mass Market Paperback	Literature & Fiction	United States	umbrella	99.1978049278												
0373778589	Waiting On You (The Blue Heron Series) Mass Market Paperback	Literature & Fiction	United States	wine glass	58.9183151722												
0373778813	Before We Kiss (Fool's Gold, Book 16) Mass Market Paperback	Literature & Fiction	United States	chair	53.4861147404												
0373803508	Cast in Peril (Chronicles of Elantra) Paperback	Science Fiction & Fantasy	Fantasy	sports ball	90.6484365463												
037383117X	Love Takes Time (Hinton Bros.) Mass Market Paperback	Literature & Fiction	United States	swimming_trunks	99.9263465405												
037383179X	Ravished by Desire: A Little DareThorn's Challenge (The Westmorelands) Mass Market Paperback	Literature & Fiction	United States	bed	56.1192631721												
0373831919	Once Upon a Holiday: Holiday HeatCandy ChristmasChocolate Truffles (Arabesque) Mass Market Paperback	Literature & Fiction	United States	swimming_trunks	63.4235560894												
0373834985	A Comfortable Wife Mass Market Paperback	Literature & Fiction	Contemporary	bird	74.7187793255	clock	55.1171183586										
0373837097	Love Song For A Raven (Harlequin Signature Select) Mass Market Paperback	Literature & Fiction	United States	airplane	84.2680573463												
0373837763	Feeling the Heat & Night Heat: Feeling the HeatNight Heat (The Westmorelands) Mass Market Paperback	Literature & Fiction	United States	wine glass	83.2872092724	bottle	51.6070663929										
0373860900	The Player's Proposal (Kimani Romance) Mass Market Paperback	Literature & Fiction	United States	tie	92.0191645622												
037386132X	Bachelor Untamed (Kimani Romance) (Bachelors in Demand) Mass Market Paperback	Literature & Fiction	United States	bird	67.0423448086												
0373861605	Rhythms of Love: You Sang to MeBeats of My Heart (Kimani Romance) Mass Market Paperback	Literature & Fiction	United States	candle	99.7630357742	clock	50.3841876984										
0373861990	Promises We Make (Platinum Brides) Mass Market Paperback	Literature & Fiction	United States	jersey	71.1491048336												
0373862172	Touch of Fate (Summer on Hilton Head) Mass Market Paperback	Literature & Fiction	United States	wig	96.8500256538												
0373862377	Winter Kisses (Kimani Romance) Mass Market Paperback	Literature & Fiction	United States	scissors	54.7497630119												
0373862865	A Little Holiday Temptation (Kimani Hotties) Mass Market Paperback	Literature & Fiction	United States	bow_tie	99.0903675556	tie	98.4928786755										
0373862938	Passionate Premiere (The Boudreaux Family) Mass Market Paperback	Literature & Fiction	United States	tie	59.6196770668												
0374100810	The Bradshaw Variations: A Novel Hardcover	Literature & Fiction	Literary	cup	58.6877822876												
0374128839	Adopting On Your Own: The Complete Guide to Adoption for Single Parents Paperback	Law	Legal Self-Help	chair	83.3560168743												
0374175292	Danubia: A Personal History of Habsburg Europe Hardcover	History	Europe	crossword_puzzle	93.7000334263	slot	81.69	horse	64.3375575542								
0374175624	In the Light of What We Know: A Novel Hardcover	Literature & Fiction	Genre Fiction	brass	63.79												
0374177236	The Isle of Youth: Stories Paperback	Literature & Fiction	Short Stories & Anthologies	clock	66.5651798248												
0374201749	The Man Who Loved Dogs: A Novel Hardcover	Literature & Fiction	World Literature	tie	82.2709023952												
0374212570	On Balance Hardcover	Politics & Social Sciences	Philosophy	bicycle	73.8694727421												
0374272271	The Sweet Science Paperback	Literature & Fiction	Essays & Correspondence	dog	59.5460414886												
0374281092	Someone: A Novel Hardcover	Literature & Fiction	Genre Fiction	crossword_puzzle	56.034052372												
0374281114	Missing Out: In Praise of the Unlived Life Hardcover	Health, Fitness & Dieting	Psychology & Counseling	chair	97.4179029465												
0374283540	The Ruling Caste: Imperial Lives in the Victorian Raj 1st Edition	New, Used & Rental Textbooks	Humanities	dining table	62.1629714966	tray	53.0162930489										
0374298734	The Master of Us All: Balenciaga, His Workrooms, His World Hardcover	Biographies & Memoirs	Arts & Literature	tie	98.6023902893												
0374304467	At Night Hardcover	Children's Books	Growing Up & Facts of Life	potted plant	58.5797846317												
0374310939	Carl Goes to Daycare Hardcover	Children's Books	Growing Up & Facts of Life	dog	86.2665176392												
0374311145	Carl's Christmas Hardcover	Children's Books	Animals	dog	99.9290943146												
0374313822	Close Your Eyes Hardcover	Children's Books	Growing Up & Facts of Life	teddy bear	98.8949537277												
0374317259	Defect Hardcover	Teen & Young Adult	Literature & Fiction	bird	52.4352669716												
0374318034	Doctor De Soto Hardcover	Children's Books	Animals	chair	60.7024788857												
0374326819	Going North (Bccb Blue Ribbon Picture Book Awards (Awards)) Hardcover	Children's Books	Literature & Fiction	boat	73.2040643692	car	50.3310859203										
0374335486	I Once Was a Monkey: Stories Buddha Told Hardcover	Children's Books	Literature & Fiction	bird	90.7099366188												
0374336814	Jack's Talent Hardcover	Children's Books	Growing Up & Facts of Life	car	73.6440718174												
0374347018	The Wall: Growing Up Behind the Iron Curtain (Caldecott Honor Book) Hardcover	Children's Books	History	prayer_rug	86.8656933308												
0374347921	Manjiro: The Boy Who Risked His Life for Two Countries Hardcover	Children's Books	Geography & Cultures	boat	78.1875789165												
0374350620	Checkered Flag Cheater: A Motor Novel (Motor Novels) Hardcover	Children's Books	Growing Up & Facts of Life	motorcycle	71.0269808769	car	60.1247012615										
0374375526	Tibet Through the Red Box (Caldecott Honor Book) Hardcover	Teen & Young Adult	Literature & Fiction	prayer_rug	50.4211187363												
0374379947	From Norvelt to Nowhere (Norvelt Series) Hardcover	Children's Books	Literature & Fiction	car	78.6807477474												
0374380686	Life in the Ocean: The Story of Oceanographer Sylvia Earle Hardcover	Children's Books	Growing Up & Facts of Life	kite	90.1750802994												
0374384665	Wizzil Hardcover	Children's Books	Animals	bottle	55.2867472172												
0374399492	Max's Words Hardcover	Children's Books	Growing Up & Facts of Life	cow	62.5749230385												
0374399689	The Cat Who Walked Across France: A Picture Book Hardcover	Children's Books	Literature & Fiction	cat	77.1999299526												
0374400318	A Rat's Tale Paperback	Children's Books	Growing Up & Facts of Life	bird	80.0467789173												
0374403457	All the Small Poems and Fourteen More Paperback	Children's Books	Literature & Fiction	bird	98.4966814518												
0374403821	Angus and the Cat Paperback	Children's Books	Animals	dog	99.5975196362	bird	51.0189294815										
0374403848	Angus Lost Paperback	Children's Books	Animals	dog	98.7305104733												
0374423504	Fly by Night Paperback	Children's Books	Science Fiction & Fantasy	cat	69.2810595036	street_sign	61.05										
0374427984	The Great Turkey Walk Paperback	Children's Books	Literature & Fiction	horse	84.0712308884												
0374429855	Hey, Al Paperback	Children's Books	Animals	dog	66.8581843376	bird	58.5125088692										
0374452954	The Money Tree (Collections for young scholars) Paperback	Children's Books	Growing Up & Facts of Life	dog	92.6812648773												
0374454116	The Mouse of Amherst Paperback	Children's Books	Growing Up & Facts of Life	vase	56.8677008152												
0374479550	The Treasure (Sunburst Book) Paperback	Travel	Europe	frisbee	79.45972085												
0374506485	The Heights of Macchu Picchu: A Bilingual Edition (Spanish) Paperback	Literature & Fiction	Poetry	dog	60.738837719												
0374506809	The Slave Paperback	Literature & Fiction	Genre Fiction	stop sign	99.0027248859	carton	75.2490282059										
0374513317	God in Search of Man : A Philosophy of Judaism Paperback	Religion & Spirituality	Judaism	prayer_rug	92.0101344585												
0374515220	Enemies, A Love Story Paperback	Literature & Fiction	History & Criticism	scoreboard	99.9736011028												
0374516952	The Issa Valley: A Novel Paperback	Literature & Fiction	Classics	street_sign	96.8616783619												
0374518203	Crowds and Power Paperback	Health, Fitness & Dieting	Psychology & Counseling	book	61.4331245422												
0374519374	The Land of Ulro 1st Edition	Biographies & Memoirs	Arts & Literature	dog	60.0519120693												
0374524815	Chickamauga: Poems Paperback	Literature & Fiction	Poetry	bed	62.3434185982												
0374525587	The Feminization of American Culture Paperback	Literature & Fiction	History & Criticism	Band_Aid	92.8425848484												
0374526915	The Collected Poems: A Bilingual Edition (Revised) (Spanish) Paperback	Literature & Fiction	Poetry	tray	73.1188595295	cup	61.8690013885										
0374528535	Get Out of My Life, but First Could You Drive Me & Cheryl to the Mall: A Parent's Guide to the New Teenager, Revised and Updated Paperback	Parenting & Relationships	Parenting	vase	61.8087649345												
0374531315	At Large and At Small: Familiar Essays Paperback	Literature & Fiction	Essays & Correspondence	cat	74.4742453098												
0374531943	Carrying the Fire: An Astronaut's Journeys Paperback	Biographies & Memoirs	Professionals & Academics	dog	81.1916530132												
0374534144	My Struggle: Book 1 Paperback	Literature & Fiction	Genre Fiction	wig	99.9980330467												
0375400354	The Gift of Southern Cooking: Recipes and Revelations from Two Great American Cooks Hardcover	Cookbooks, Food & Wine	Regional & International	chair	72.0855236053												
0375400400	Bringing out the Dead Hardcover	Literature & Fiction	United States	truck	89.1480445862	scoreboard	75.9569108486										
0375402446	Greek Fire: The Story of Maria Callas and Aristotle Onassis Hardcover	Biographies & Memoirs	Arts & Literature	digital_clock	73.1214284897												
0375404317	Julia and Jacques Cooking at Home Hardcover	Cookbooks, Food & Wine	Regional & International	wine glass	90.4672086239												
0375405062	The New Book of Middle Eastern Food: The Classic Cookbook, Expanded and Updated, with New Recipes and Contemporary Variations on Old Themes Hardcover	Cookbooks, Food & Wine	Regional & International	orange	66.3283109665												
0375405445	Founding Brothers: The Revolutionary Generation Hardcover	Biographies & Memoirs	Leaders & Notable People	tie	68.80184412												
0375405496	Alexander Pushkin: The Collected Stories Hardcover	Literature & Fiction	Genre Fiction	clock	78.4075856209												
037541150X	Lidia's Italian-American Kitchen Hardcover	Cookbooks, Food & Wine	Regional & International	bowl	86.0060870647												
0375412247	National Audubon Society Field Guide to Fishes: North America 2nd ed. Edition	Science & Math	Biological Sciences	bird	60.9194993973												
0375412603	Nancy Silverton's Sandwich Book: The Best Sandwiches Ever--from Thursday Nights at Campanile Hardcover	Cookbooks, Food & Wine	Main Courses & Side Dishes	sandwich	89.2781198025												
0375414193	Lullabies and Poems for Children (Everyman's Library Pocket Poets Series) Hardcover	Children's Books	Growing Up & Facts of Life	bird	87.7056956291												
037541486X	The Looming Tower: Al-Qaeda and the Road to 9/11 Hardcover	Politics & Social Sciences	Politics & Government	scoreboard	61.09												
0375415297	Bach: Music in the Castle of Heaven Hardcover	Arts & Photography	Music	prayer_rug	73.34												
0375421785	Take on the Street: What Wall Street and Corporate America Don't Want You to Know Hardcover	Business & Money	Investing	tie	68.8196122646												
0375700234	Reading in the Dark: A Novel Paperback	Humor & Entertainment	Humor	brass	96.1648643017												
0375701427	American Pastoral: American Trilogy (1) (Vintage International) Paperback	Literature & Fiction	Literary	umbrella	67.7000701427												
0375704434	For the Relief of Unbearable Urges: Stories Paperback	Humor & Entertainment	Humor	wig	75.5829811096	bird	53.4990012646										
0375706690	Babel-17 / Empire Star Paperback	Mystery, Thriller & Suspense	Thrillers & Suspense	bow_tie	67.4059689045												
0375707255	The People's Tycoon: Henry Ford and the American Century Paperback	Biographies & Memoirs	Historical	truck	67.0650720596	brass	56.25										
0375707379	A Consumers' Republic: The Politics of Mass Consumption in Postwar America Paperback	Business & Money	Economics	car	62.1202111244												
0375708278	Isaac's Storm: A Man, a Time, and the Deadliest Hurricane in History Paperback	History	Americas	digital_clock	99.9999880791												
0375708707	Where You Once Belonged Paperback	Literature & Fiction	Genre Fiction	scoreboard	99.6308505535												
0375710760	Strike Sparks: Selected Poems, 1980-2002 Paperback	Literature & Fiction	History & Criticism	vase	78.1311810017	cup	51.0852277279										
0375711961	The Cuban Kitchen: 500 Simple, Stylish, and Flavorful Recipes Celebrating the Caribbean's Best Cuisine Paperback	Cookbooks, Food & Wine	Cooking Methods	wine glass	94.6988224983	dining table	65.5540764332	bowl	63.6104345322								
0375712259	Stag's Leap: Poems Paperback	Literature & Fiction	Poetry	frisbee	87.9833519459												
0375714022	Take on the Street: How to Fight for Your Financial Future Paperback	Business & Money	Finance	tie	70.2107667923												
0375714839	The Complete Persepolis Paperback	Arts & Photography	History & Criticism	jersey	60.5901062489												
0375722270	Spunk & Bite: A Writer's Guide to Bold, Contemporary Style Reprint Edition	Reference	Writing, Research & Publishing Guides	bird	70.0699746609												
0375722408	Sell, Keep, or Toss?: How to Downsize a Home, Settle an Estate, and Appraise Personal Property Paperback	Crafts, Hobbies & Home	Antiques & Collectibles	clock	96.9819307327	slot	74.7911095619	bottle	69.012773037								
