asin	title	subcat1	subcat2	obj1	pb1	obj2	pb2	obj3	pb3	obj4	pb4	obj5	pb5	obj6	pb6	obj7	pb7
0060548746	New York, New York!: The Big Apple from A to Z Hardcover	Children's Books	History	bell_cote	99.1475999355												
0060548827	Chinese Takeout: A Novel Paperback	Literature & Fiction	United States	church	76.45	clock	55.0059020519										
0060548924	A Lion Among Men Hardcover	Science Fiction & Fantasy	Fantasy	scale	70.1678454876												
0060548940	Out of Oz: The Final Volume in the Wicked Years Hardcover	Science Fiction & Fantasy	Fantasy	shield	52.3468613625	maze	51.96										
0060549300	It Takes a Hero (Avon Romantic Treasure Avon Historical Romance) Mass Market Paperback	Romance	Historical	potted plant	75.2132058144												
0060549319	Something About Emmaline (Avon Romantic Treasures) Mass Market Paperback	Literature & Fiction	United States	horse	77.2095263004	racer	62.1991932392										
0060550988	Panati's Extraordinary Origins of Everyday Things Hardcover	Reference	Encyclopedias & Subject Guides	sports ball	52.051538229												
0060554304	Different Dances 25th Anniversary Edition Hardcover	Humor & Entertainment	Humor	scorpion	67.4163877964												
0060554479	Reaching for the Moon Paperback	Children's Books	Science, Nature & How It Works	stopwatch	99.4822025299	motor_scooter	76.29										
0060554673	Ashes and Bones (An Emma Fielding Mysteries, No. 6) Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	safe	52.8323411942												
006055472X	The Heisman: Great American Stories of the Men Who Won Paperback	Sports & Outdoors	Miscellaneous	scoreboard	68.16												
0060554738	The Game: Penetrating the Secret Society of Pickup Artists Imitation Leather	Politics & Social Sciences	Social Sciences	brass	67.8132891655												
0060555009	The William Faulkner Audio Collection Audio CD	Literature & Fiction	Short Stories & Anthologies	bow_tie	99.9974131584												
006055505X	I Am the Dog Hardcover	Children's Books	Growing Up & Facts of Life	teddy	58.6671471596												
006055519X	This Is the Dream Hardcover	Children's Books	Literature & Fiction	torch	87.4543786049												
006055522X	This Is the Game Hardcover	Children's Books	Literature & Fiction	binoculars	97.6417839527	bathing_cap	62.56										
0060555297	Origami Bridges: Poems of Psychoanalysis and Fire Paperback	Literature & Fiction	Poetry	mousetrap	93.786406517												
0060555505	Spinning the Globe: The Rise, Fall, and Return to Greatness of the Harlem Globetrotters Paperback	Crafts, Hobbies & Home	Crafts & Hobbies	sports ball	59.5963716507												
0060555599	The Secret Life of Lobsters: How Fishermen and Scientists Are Unraveling the Mysteries of Our Favorite Crustacean (P.S.) Paperback	History	Americas	can_opener	85.4269504547	quill	73.3035802841										
0060555610	Confessions of a Tax Collector: One Man's Tour of Duty Inside the IRS Paperback	Biographies & Memoirs	Leaders & Notable People	clock	99.8560726643												
0060556110	The Ten Trusts: What We Must Do to Care for The Animals We Love Paperback	Science & Math	Biological Sciences	chimpanzee	97.6352035999												
0060556501	The Lion, the Witch and the Wardrobe (picture book edition) (Chronicles of Narnia) Hardcover	Children's Books	Literature & Fiction	bird	65.1773810387												
0060556528	Gold: The Final Science Fiction Collection Paperback	Literature & Fiction	History & Criticism	analog_clock	95.2893674374	scoreboard	90.0599002838										
0060556579	The Red Queen: Sex and the Evolution of Human Nature Paperback	Science & Math	Biological Sciences	stethoscope	90.7608509064												
0060557125	Same Stuff as Stars, The Paperback	Children's Books	Growing Up & Facts of Life	hand_blower	76.4752447605												
0060557443	Follow the Moon Book and CD			reel	69.2433357239												
0060557567	All Aunt Hagar's Children Hardcover	Politics & Social Sciences	Social Sciences	beer_bottle	59.9433839321												
0060557575	All Aunt Hagar's Children: Stories Paperback	Politics & Social Sciences	Social Sciences	pill_bottle	72.09379673												
0060557699	It's About Time! (MathStart 1) Paperback	Children's Books	Literature & Fiction	clock	93.6641156673												
0060557737	Hamster Champs (MathStart 3) Paperback	Children's Books	Literature & Fiction	airplane	54.8907518387												
0060557753	Jack the Builder (MathStart 1) Paperback	Children's Books	Literature & Fiction	Band_Aid	66.308838129												
006055777X	Mall Mania (MathStart 2) Paperback	Children's Books	Literature & Fiction	apron	64.9944901466												
0060557818	Neverwhere: A Novel Paperback	Science Fiction & Fantasy	Fantasy	scale	73.7853467464												
0060558288	God's Politics: Why the Right Gets It Wrong and the Left Doesn't Get It Hardcover	History	World	brass	81.2												
0060559136	Holy Fools Paperback	Literature & Fiction	Genre Fiction	candle	99.56												
0060559209	The Annunciation of Francesca Dunn: A Novel Paperback	Literature & Fiction	Contemporary	sarong	55.7943165302												
0060559594	Read 'Em and Weep: A Bedside Poker Companion Paperback	Literature & Fiction	History & Criticism	dog	67.0438885689	cat	67.4506545067										
0060559632	Every Night Is Ladies' Night: Stories Paperback	Literature & Fiction	Short Stories & Anthologies	bathing_cap	82.5179159641												
006055973X	The Silent Takeover: Global Capitalism and the Death of Democracy Paperback	Politics & Social Sciences	Politics & Government	frisbee	74.8598217964												
0060560053	The Family: The Secret Fundamentalism at the Heart of American Power Paperback	History	World	brass	99.7510910034												
0060560118	The Nanny Paperback	Literature & Fiction	Short Stories & Anthologies	bell_cote	52.9508650303												
0060560150	Ruby Holler Paperback	Children's Books	Growing Up & Facts of Life	clock	85.1769983768	vase	56.8897783756										
006056041X	I Am the Cat, Don't Forget That: Feline Expressions Hardcover	Arts & Photography	Photography & Video	Egyptian_cat	80.4674506187	cat	79.6789765358										
0060560452	My Car Board Book Board book	Children's Books	Growing Up & Facts of Life	Band_Aid	91.8641090393												
0060560614	Siesta (Ala Notable Children's Books. Younger Readers (Awards)) Hardcover	Children's Books	Growing Up & Facts of Life	bib	57.3658227921												
0060561173	The Barefoot Princess (Lost Princesses, Book 2) Mass Market Paperback	Literature & Fiction	United States	sarong	82.3253333569												
0060561572	Gift Horse (Phantom Stallion, No. 9) Paperback	Children's Books	Animals	sorrel	99.3766784668	horse	98.5290646553										
0060561580	Phantom Stallion #10: Red Feather Filly Paperback	Children's Books	Growing Up & Facts of Life	cow	59.8382592201												
006056167X	Just One Touch (Avon Romantic Treasures) Mass Market Paperback	Romance	Historical	horse	99.9945402145												
0060562005	My Life with the Wave Paperback	Children's Books	Growing Up & Facts of Life	cat	98.8335490227	bird	51.4991819859										
0060562080	Under the Duvet: Shoes, Reviews, Having the Blues, Builders, Babies, Families and Other Calamities Paperback	Literature & Fiction	History & Criticism	vase	73.1741368771												
0060562595	Fire Truck Board Book Board book	Children's Books	Early Learning	slot	50.46												
0060562749	The Ultimate Chocolate Cookie Book: From Chocolate Melties to Whoopie Pies, Chocolate Biscotti to Black and Whites, with Dozens of Chocolate Chip Cookies and Hundreds More Paperback	Cookbooks, Food & Wine	Baking	bakery	99.5797038078												
0060562765	The Ultimate Peanut Butter Book: Savory and Sweet, Breakfast to Dessert, Hundereds of Ways to Use America's Favorite Spread (Ultimate Cookbooks) Paperback	Cookbooks, Food & Wine		sandwich	87.3545467854	bagel	79.5908331871										
0060562773	A Girl's Best Friend Paperback	Literature & Fiction	Short Stories & Anthologies	giant_panda	61.63												
0060563095	Say What You Mean and Mean What You Say!: Saving Your Child from a Troubled World Paperback	Self-Help	Relationships	groom	89.4138216972												
0060563478	The Shape Shifter Mass Market Paperback	Literature & Fiction	Genre Fiction	scoreboard	95.6698179245												
0060563516	Mozart's Women: His Family, His Friends, His Music Paperback	Biographies & Memoirs	Arts & Literature	maillot	56.4995288849												
0060563729	Hadrian's Wall: A Novel Mass Market Paperback	Literature & Fiction	Genre Fiction	horse	67.5735890865												
006056380X	The Holy Thief: A Con Man's Journey from Darkness to Light Paperback	Biographies & Memoirs	Leaders & Notable People	shower_curtain	99.7763633728	rule	54.99										
0060564148	Bull: A History of the Boom and Bust, 1982-2004 Paperback	Business & Money	Biography & History	brass	88.19												
0060564172	Leaping Beauty: And Other Animal Fairy Tales Hardcover	Children's Books	Animals	kite	81.1829805374												
0060564504	Hero, Come Back Mass Market Paperback	Literature & Fiction	Short Stories & Anthologies	quill	85.9235942364												
0060564652	Hissy Fit: A Novel Paperback	Literature & Fiction	Genre Fiction	cab	92.0508801937	car	79.2709410191										
0060564725	100 Simple Secrets of Healthy People: What Scientists Have Learned and How You Can Use it Paperback	Self-Help	Happiness	bicycle	54.354172945												
0060564784	The Kindness of Strangers Paperback	Literature & Fiction	United States	umbrella	61.2394690514												
0060564814	On Meadowview Street Hardcover	Children's Books	Science, Nature & How It Works	bird	93.370872736												
0060564938	Anna Was Here Hardcover	Children's Books	Literature & Fiction	jersey	58.5659205914												
006056508X	These Happy Golden Years CD (Little House) Audio CD	Children's Books	Literature & Fiction	groom	54.9272716045												
0060565357	The Bastard on the Couch: 27 Men Try Really Hard to Explain Their Feelings About Love, Loss, Fatherhood, and Freedom Paperback	Politics & Social Sciences	Social Sciences	bow_tie	64.2952024937												
006056539X	Deadly Double Mass Market Paperback	Mystery, Thriller & Suspense	Thrillers & Suspense	scoreboard	98.1996297836												
0060565659	El Fuego de Chango: Una Novela (Spanish Edition) (Spanish) Paperback	Literature & Fiction	United States	electric_guitar	94.0773248672												
0060566116	Eels: An Exploration, from New Zealand to the Sargasso, of the World's Most Mysterious Fish Hardcover	Science & Math	Biological Sciences	hook	52.9118180275												
0060566167	A Year with C. S. Lewis: Daily Readings from His Classic Works Hardcover	Christian Books & Bibles	Christian Living	rocking_chair	53.6783277988												
0060566299	Flavors Paperback	Cookbooks, Food & Wine		orange	80.2858531475												
0060566302	Entertaining Paperback	Cookbooks, Food & Wine	Entertaining & Holidays	plate	56.7350566387	bowl	53.3250391483										
0060566310	New Food Fast Paperback	Cookbooks, Food & Wine	Quick & Easy	plate	90.6475424767	dining table	56.1913430691										
0060566345	Unbridled Fury (Thoroughbred Series #62) Paperback	Children's Books	Animals	kite	85.1568579674	horse	70.8029091358										
006056668X	Fluke: Or, I Know Why the Winged Whale Sings (Today Show Book Club #25) Paperback	Literature & Fiction	Humor & Satire	bird	58.7478041649												
0060566698	Little Bitty Lies: A Novel Paperback	Literature & Fiction	Women's Fiction	wine glass	84.5042645931	umbrella	56.9851696491										
0060566728	Always Wear Joy: My Mother Bold and Beautiful Paperback	Biographies & Memoirs	Arts & Literature	teddy bear	75.1866936684												
0060566760	Hell at the Breech: A Novel Paperback	Literature & Fiction	Genre Fiction	barn	98.2211649418												
0060566833	Burro Genio (Spanish Edition) (Spanish) Paperback	Education & Teaching	Schools & Teaching	truck	75.0118374825	trailer_truck	65.4428184032										
0060567031	Beautiful Jim Key: The Lost History of a Horse and a Man Who Changed the World Hardcover	Biographies & Memoirs	Historical	horse	99.9873757362	chair	54.003483057										
006056704X	Beautiful Jim Key: The Lost History of the World's Smartest Horse Paperback	Biographies & Memoirs	Historical	horse	99.9980926514	sorrel	50.2632200718										
0060567155	The Arthur Avenue Cookbook: Recipes and Memories from the Real Little Italy Hardcover	Cookbooks, Food & Wine	Regional & International	sandwich	80.6279361248	butcher_shop	54.54										
006056718X	Often Wrong, Never in Doubt: Unleash the Business Rebel Within Hardcover	Business & Money	Business Culture	scoreboard	87.1957421303												
0060567252	Maine Squeeze Paperback	Teen & Young Adult	Literature & Fiction	umbrella	62.7530574799												
0060567309	Order of the Poison Oak, The Hardcover	Teen & Young Adult	Literature & Fiction	sunscreen	59.0468287468												
0060567368	Chinese Cinderella and the Secret Dragon Society Paperback	Children's Books	Growing Up & Facts of Life	Dungeness_crab	59.21												
0060567643	She Wanted It All: A True Story of Sex, Murder, and a Texas Millionaire (Avon True Crime) Mass Market Paperback	Biographies & Memoirs	True Crime	bottle	70.2369987965												
0060568062	Mental Floss Presents Condensed Knowledge: A Deliciously Irreverent Guide to Feeling Smart Again Paperback	Humor & Entertainment	Puzzles & Games	stop sign	79.3095707893												
0060568429	Fade to Black Paperback	Teen & Young Adult	Literature & Fiction	ballplayer	66.1558568478												
0060568755	O'Hara's Choice Mass Market Paperback	Literature & Fiction	Genre Fiction	slot	51.31												
0060569484	The Secret Order of the Gumm Street Girls Paperback	Children's Books	Growing Up & Facts of Life	tray	63.9526903629												
0060570059	Better Off: Flipping the Switch on Technology (P.S.) Paperback	Biographies & Memoirs	Professionals & Academics	barn	66.2												
0060570156	The Origin of Brands: How Product Evolution Creates Endless Possibilities for New Brands Paperback	Business & Money	Marketing & Sales	stop sign	99.0210175514												
0060570253	The Little Book of Layouts: Good Designs and Why They Work Paperback	Arts & Photography	Decorative Arts & Design	jersey	67.3038065434												
0060570695	Jack in the Box: A Shadow War Thriller Mass Market Paperback	Mystery, Thriller & Suspense	Thrillers & Suspense	digital_clock	88.0468010902												
0060571187	Truck: A Love Story (P.S.) Paperback	History	Americas	truck	98.8647639751	cab	97.5150942802										
0060571217	Dragon: Hound of Honor (Julie Andrews Collection) Paperback	Children's Books	Literature & Fiction	dog	99.8048782349												
0060571454	The Princess Masquerade Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	maillot	60.8036875725												
0060571462	When I Knew Paperback	Politics & Social Sciences	Social Sciences	tie	97.0235645771												
0060571837	Wives & Lovers: Three Short Novels Paperback	Literature & Fiction	Short Stories & Anthologies	bed	53.931671381												
0060571888	Stars Beneath Your Bed: The Surprising Story of Dust Hardcover	Children's Books	Growing Up & Facts of Life	teddy bear	89.0764772892	sea_lion	78.8961350918										
0060572027	The Latino Wave: How Hispanics Are Transforming Politics in America Paperback	Politics & Social Sciences	Social Sciences	Windsor_tie	99.203979969	tie	54.4799149036										
0060572043	La Ola Latina: Como los Hispanos Estan Transformando la Politica en los Estados Unidos (Spanish Edition) (Spanish) Paperback	Politics & Social Sciences	Social Sciences	Windsor_tie	99.6096789837	tie	74.8066186905										
0060572450	The Chocolate Cat Hardcover	Children's Books	Growing Up & Facts of Life	cat	60.9623491764	doormat	56.18										
0060572485	High Heat Paperback	Teen & Young Adult	Literature & Fiction	ballplayer	99.4520783424												
0060572965	Dead Witch Walking Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	chair	62.4473810196												
0060573082	Horse Housekeeping: Everything You Need to Know to Keep a Horse at Home Hardcover	Science & Math	Biological Sciences	horse	97.8285908699												
0060573783	Beowulf: An Updated Verse Translation (Perennial Classics) Paperback	Literature & Fiction	History & Criticism	mask	99.9999761581												
0060573899	The Berenstain Bears Lose a Friend Paperback	Children's Books	Growing Up & Facts of Life	pencil_box	79.1												
0060573937	The Berenstain Bears Go Out to Eat Paperback	Children's Books	Literature & Fiction	cup	74.7822403908												
0060573945	The Berenstain Bears' Computer Trouble Paperback	Children's Books	Animals	umbrella	53.3070623875												
0060574151	The Berenstain Bears' Sleepover (I Can Read Level 1) Paperback	Children's Books	Growing Up & Facts of Life	bed	66.1468744278												
006057416X	The Berenstain Bears' Class Trip (I Can Read Level 1) Paperback	Children's Books	Literature & Fiction	slot	72.71	crib	53.1603217125										
0060574275	The Berenstain Bears' Winter Wonderland Paperback	Children's Books	Animals	handkerchief	71.22												
0060574364	The Berenstain Bears' Big Bedtime Book Paperback	Children's Books	Growing Up & Facts of Life	cup	68.3350324631												
0060574593	The On-Time, On-Target Manager: How a ``Last-Minute Manager`` Conquered Procrastination Hardcover	Business & Money	Management & Leadership	digital_clock	86.8183732033												
0060574607	The Book of the Dun Cow Paperback	Christian Books & Bibles	Literature & Fiction	bird	68.2164728642	horse	65.9250497818										
0060574887	America's Prophet: Moses and the American Story Hardcover	History	World	street_sign	72.5376605988												
0060574933	No Right Turn Paperback	Teen & Young Adult	Literature & Fiction	hourglass	63.0282819271												
0060574941	7 Days at the Hot Corner Hardcover	Teen & Young Adult	Literature & Fiction	sports ball	99.8281240463	bearskin	97.2548484802										
0060575018	Ugly Americans: The True Story of the Ivy League Cowboys Who Raided the Asian Markets for Millions Paperback	Business & Money	Investing	jean	61.4018321037												
0060575026	Animal Strike at the Zoo. It's True! Hardcover	Children's Books	Animals	piggy_bank	86.7540180683												
0060575077	Mama Always Comes Home Paperback	Children's Books	Growing Up & Facts of Life	teddy bear	51.4859139919												
0060575131	The Philadelphia Flower Show: Celebrating 175 Years Hardcover	Crafts, Hobbies & Home	Crafts & Hobbies	vase	99.8363316059												
0060575271	A Vineyard Killing (A Martha's Vineyard Mystery) Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	altar	61.5585744381												
0060575301	The High Lord (The Black Magician Trilogy, Book 3) Mass Market Paperback	Science Fiction & Fantasy	Fantasy	vase	76.4165580273												
006057531X	Winds of the Storm Mass Market Paperback	Literature & Fiction	United States	bikini	68.289399147												
0060575328	Something Like Love Mass Market Paperback	Literature & Fiction	United States	scissors	67.6229298115												
0060575719	The Pelican Chorus: and Other Nonsense Paperback	Children's Books	Literature & Fiction	cat	51.0366737843												
0060575867	The Winged Energy of Delight: Selected Translations Paperback	Literature & Fiction	Poetry	teddy bear	53.5222411156												
0060576022	Time For Kids: John F. Kennedy: The Making of a Leader (Time For Kids Biographies) Paperback	Children's Books	History	oxygen_mask	90.8100485802												
0060576049	Time For Kids: Theodore Roosevelt: The Adventurous President (Time For Kids Biographies) Paperback	Children's Books	History	teddy bear	88.4720921516	horse	70.0054526329										
0060576111	Time For Kids: Thomas Edison: A Brilliant Inventor (Time For Kids Biographies) Paperback	Children's Books	History	bow_tie	98.0969190598	tie	80.9241533279										
0060576154	Time For Kids: Franklin D. Roosevelt: A Leader in Troubled Times (Time For Kids Biographies) Paperback	Children's Books	History	cowboy_hat	55.5362701416												
0060576170	Death in Venice Reprint Edition	Literature & Fiction	World Literature	cowboy_hat	99.5453834534												
006057626X	Time For Kids: Ronald Reagan: From Silver Screen to Oval Office (Time For Kids Biographies) Paperback	Children's Books	Arts, Music & Photography	sombrero	95.9873914719												
0060576308	Time For Kids: Henry Ford (Time for Kids Biographies (Paperback)) Paperback	Children's Books	Literature & Fiction	tie	80.1526248455												
0060576340	Time For Kids: Spiders! (Time For Kids Science Scoops) Paperback	Children's Books	Animals	frisbee	53.017437458												
0060576367	Time For Kids: Snakes! (Time For Kids Science Scoops) Paperback	Children's Books	Literature & Fiction	horned_viper	74.54	dog	54.4803380966										
0060576421	Time For Kids: Bees! (Time For Kids Science Scoops) Paperback	Children's Books	Literature & Fiction	cat	70.7939088345												
0060576472	Teresa of Avila: Selections from The Interior Castle (HarperCollins Spiritual Classics) Paperback	History	World	starfish	90.8135652542												
0060576499	Fatal Decision: Anzio and the Battle for Rome Paperback	History	Military	car	55.0286531448												
0060576529	The Life of St. Francis (HarperCollins Spiritual Classics) Paperback	History	World	bird	84.943318367												
006057710X	When Panic Attacks CD: The New, Drug-Free Anxiety Treatments That Can Change Your Life Audio CD	Health, Fitness & Dieting	Mental Health	Band_Aid	52.8990268707												
0060577207	Learning to Bow: Inside the Heart of Japan Paperback	Travel	Asia	umbrella	82.6619148254												
0060577339	Magyk (Septimus Heap, Book 1) Paperback	Children's Books	Growing Up & Facts of Life	brass	91.1560952663												
0060577363	Flyte (Septimus Heap, Book 2) Paperback	Children's Books	Growing Up & Facts of Life	scissors	85.6641232967												
0060577487	Lady Whistledown Strikes Back Mass Market Paperback	Literature & Fiction	United States	plastic_bag	58.3191096783												
006057786X	Bad Childhood---Good Life: How to Blossom and Thrive in Spite of an Unhappy Childhood Hardcover	Self-Help	Personal Transformation	stop sign	95.3078269958												
0060577924	Chickadee (Birchbark House) Paperback	Children's Books	Literature & Fiction	bird	94.6863770485												
0060578122	Cat Breaking Free: A Joe Grey Mystery (Joe Grey Mystery Series) Mass Market Paperback	Literature & Fiction	Women's Fiction	dog	70.5042004585	can_opener	64.7205650806										
0060578459	Biscuit's Birthday Paperback	Children's Books	Growing Up & Facts of Life	dog	96.9720959663												
0060578467	Meet Biscuit! Paperback	Children's Books	Growing Up & Facts of Life	birdhouse	98.3246266842	teddy bear	86.3041937351										
0060578505	Panda Kindergarten Hardcover	Children's Books	Growing Up & Facts of Life	giant_panda	99.75												
0060578629	White Guilt: How Blacks and Whites Together Destroyed the Promise of the Civil Rights Era 1st Edition	New, Used & Rental Textbooks	Social Sciences	crossword_puzzle	87.1522784233												
0060578718	Success Runs in Our Race: The Complete Guide to Effective Networking in the Black Community Paperback	Politics & Social Sciences	Social Sciences	tie	83.5183978081												
0060578726	Quaker Spirituality: Selected Writings (HarperCollins Spiritual Classics) Paperback	History	World	electric_fan	99.985909462	bannister	52.62										
0060578785	The Mediterranean Diet Mass Market Paperback	Health, Fitness & Dieting	Diets & Weight Loss	kite	65.4189348221												
0060578890	365 Ways to Cook Chicken: Simply the Best Chicken Recipes You'll Find Anywhere! Plastic Comb	Cookbooks, Food & Wine	Cooking by Ingredient	pizza	51.1722922325												
0060579080	Crazy Hair Hardcover	Children's Books	Activities, Crafts & Games	dog	64.1253650188												
0060579374	Listen! Paperback	Children's Books	Growing Up & Facts of Life	dog	90.6850337982												
0060579412	Useful Idiots: How Liberals Got It Wrong in the Cold War and Still Blame America First Paperback	Politics & Social Sciences	Politics & Government	vending_machine	95.0362026691												
0060580313	Complete Mediterranean The Beautiful Cookbook			lakeside	58.1415355206	boat	52.2819519043										
0060580429	Slow-Cooked Comfort: Soul-Satisfying Stews, Casseroles, and Braises for Every Season Hardcover	Cookbooks, Food & Wine	Main Courses & Side Dishes	hot_pot	84.8915278912												
0060580461	Sick: The Untold Story of America's Health Care Crisis-and the People Who Pay the Price Paperback	Medical Books	Administration & Medicine Economics	pill_bottle	82.4187159538	lighter	75.9934902191										
0060580518	To the Tower Born: A Novel of the Lost Princes Hardcover	Literature & Fiction	Genre Fiction	scissors	71.0358500481												
0060580763	Border-Line Personalities: A New Generation of Latinas Dish on Sex, Sass, and Cultural Shifting Paperback	Politics & Social Sciences	Social Sciences	scoreboard	83.7969958782												
006058081X	Cookies: Bite-Size Life Lessons Hardcover	Children's Books	Growing Up & Facts of Life	dog	68.656784296	cat	60.1769685745	donut	53.3286273479								
0060580852	8 Minutes in the Morning for Extra-Easy Weight Loss: Guaranteed to shed 2 pounds a week (No equipment required, No calories counting, No deprivation) Paperback	Health, Fitness & Dieting	Diets & Weight Loss	clock	62.5476539135												
0060580860	The Frog and Toad Collection Box Set: Includes 3 Favorite Frog and Toad Stories! (I Can Read Level 2) Paperback	Children's Books	Growing Up & Facts of Life	teddy bear	87.2427284718												
0060581182	The Three Little Rigs Hardcover	Children's Books	Growing Up & Facts of Life	mailbox	96.74												
0060581840	By the shores of Silver Lake (Little House) Paperback	Children's Books	Literature & Fiction	horse	94.887638092												
0060581891	A Maze Me: Poems for Girls Hardcover	Teen & Young Adult	Literature & Fiction	face_powder	68.0406332016	orange	52.6982307434										
0060582006	A Good Yarn (Blossom Street, No. 2) Audio CD	Literature & Fiction	United States	cat	66.2204504013	bakery	53.52										
0060582634	A Baker's Tour: Nick Malgieri's Favorite Baking Recipes from Around the World Hardcover	Cookbooks, Food & Wine	Baking	donut	97.1787631512	head_cabbage	66.1261677742	cake	53.0610501766								
0060582944	Game Hardcover	Teen & Young Adult	Literature & Fiction	feather_boa	94.019651413												
006058310X	Freedom Song: The Story of Henry Box Brown Hardcover	Children's Books	Literature & Fiction	umbrella	68.1884348392	bed	65.458959341										
0060583134	Rain Dance (Phantom Stallion #12) Paperback	Children's Books	Animals	horse	96.3316380978	dog	59.6372902393										
0060583142	Heartbreak Bronco (Phantom Stallion, No. 13) Paperback	Children's Books	Growing Up & Facts of Life	horse	99.4056940079	sorrel	98.0504333973										
0060583150	Moonrise (Phantom Stallion, No. 14) Paperback	Children's Books	Animals	dog	87.5795185566	horse	72.8958427906										
0060583169	Phantom Stallion #15: Kidnapped Colt Paperback	Children's Books	Animals	horse	96.5648412704	carousel	93.4193909168	sorrel	86.7897689342	umbrella	54.3510735035						
0060583177	Phantom Stallion #16: The Wildest Heart Paperback	Children's Books	Animals	horse	76.6266703606												
006058341X	The Berenstain Bears' Seashore Treasure (I Can Read Level 1) Paperback	Children's Books	Literature & Fiction	teddy bear	65.361648798												
0060584009	Metro Girl (Alex Barnaby Series #1) Hardcover	Mystery, Thriller & Suspense	Mystery	Band_Aid	95.5915331841												
0060584033	Motor Mouth (Alex Barnaby Series #2) Hardcover	Mystery, Thriller & Suspense	Thrillers & Suspense	Band_Aid	89.8217737675												
0060584343	Merry Navidad!: Christmas Carols in Spanish and English/Villancicos en espanol e ingles Hardcover	Children's Books	Arts, Music & Photography	teddy bear	62.6740813255	dog	52.6817440987										
0060584661	The New Mainstream: How the Multicultural Consumer Is Transforming American Business Paperback	Politics & Social Sciences	Social Sciences	Band_Aid	99.9695539474	ping-pong_ball	97.3479151726										
0060585366	The Whole Beast: Nose to Tail Eating Paperback	Cookbooks, Food & Wine	Cooking by Ingredient	conch	83.2680821419												
0060585633	The Big Bamboo (Serge Storms) Mass Market Paperback	Mystery, Thriller & Suspense	Thrillers & Suspense	pinwheel	79.1443288326												
0060586141	The Arab Table: Recipes and Culinary Traditions Hardcover	Cookbooks, Food & Wine	Regional & International	bowl	81.3690423965	bakery	73.0927228928	cup	54.4615983963	dining table	54.1007101536						
0060586311	Sextrology: The Astrology of Sex and the Sexes Paperback	Health, Fitness & Dieting	Sexual Health	spatula	67.14630723												
0060586370	The Way the Crow Flies: A Novel (P.S.) Paperback	Literature & Fiction	United States	quill	86.8832111359												
0060586540	Great Short Works of Herman Melville (Perennial Classics) Paperback	Literature & Fiction	Short Stories & Anthologies	scissors	59.10166502												
0060586737	Starstruck (Thoroughbred Series #63) Paperback	Children's Books	Animals	horse	69.9286222458												
0060586745	The Price of Fame (Thoroughbred Series #64) Paperback	Children's Books	Animals	sorrel	71.9132304192	muzzle	65	horse	50.0736236572								
0060587016	The Day I Swapped My Dad for Two Goldfish Hardcover	Children's Books	Growing Up & Facts of Life	umbrella	50.3889977932												
0060589337	Biscuit's My First I Can Read Book Collection Paperback	Children's Books	Growing Up & Facts of Life	teddy bear	98.6624360085	teddy	89.1019165516										
0060589426	Kingdom of the Golden Dragon Hardcover	Teen & Young Adult	Literature & Fiction	vase	54.6817302704												
0060590033	Paddy Whacked: The Untold Story of the Irish American Gangster Paperback	Biographies & Memoirs	True Crime	killer_whale	95.9939420223	platypus	50.56										
0060590270	A Dirty Job: A Novel Hardcover	Literature & Fiction	Genre Fiction	electric_guitar	79.7253847122	bicycle	55.7260334492										
0060590319	Fool: A Novel Hardcover	Humor & Entertainment	Humor	kite	60.9800100327												
0060592052	Sunshine Makes the Seasons (Let's-Read-and-Find-Out Science 2) Paperback	Children's Books	Literature & Fiction	frisbee	85.1983487606												
0060593229	Opening The Invitation: The Poem That Has Touched Lives Around the World Hardcover	Literature & Fiction	Poetry	quill	83.012586832												
0060594705	Straits of Power (A Jeffrey Fuller Novel) Mass Market Paperback	Literature & Fiction	Genre Fiction	bird	55.4304003716												
0060594934	Satch & Me (Baseball Card Adventures) Paperback	Children's Books	Growing Up & Facts of Life	mask	96.9505131245												
0060595043	Phantom Stallion Box Set Paperback	Children's Books	Geography & Cultures	horse	69.459861517												
0060595256	Samantha's Irish Luck (Thoroughbred Series #66) Paperback	Children's Books	Animals	horse	93.6632394791												
006059537X	Couldn't Keep It to Myself: Wally Lamb and the Women of York Correctional Institution (Testimonies from our Imprisoned Sisters) Paperback	Reference	Writing, Research & Publishing Guides	rule	75.5839884281												
0060596554	My Journey to Lhasa: The Classic Story of the Only Western Woman Who Succeeded in Entering the Forbidden City Paperback	Reference	Writing, Research & Publishing Guides	mask	93.1348264217												
0060597054	Harold and the Purple Crayon Treasury (4 books in 1): Harold and the Giant Garden; Animals Animals Animals; The Birthday Present; and Harold Finds a Friend			pencil_box	61.2860143185	binder	55.96										
0060598247	The Chronicles of Narnia Hardcover	Christian Books & Bibles	Literature & Fiction	cat	94.8898613453												
0060598395	Chinese Handcuffs Paperback	Teen & Young Adult	Literature & Fiction	sweatshirt	99.9355971813												
0060598611	Outposts: Journeys to the Surviving Relics of the British Empire Paperback	History	Europe	drilling_platform	98.2937395573												
0060598735	On Top of Spaghetti: Macaroni, Linguine, Penne, and Pasta of Every Kind Hardcover	Cookbooks, Food & Wine	Regional & International	pizza	54.6588182449												
