asin	title	subcat1	subcat2	obj1	pb1	obj2	pb2	obj3	pb3	obj4	pb4	obj5	pb5	obj6	pb6	obj7	pb7	obj8	pb8
0375830251	The Best Time to Read (Picture Book) Hardcover	Children's Books	Growing Up & Facts of Life	teddy bear	97.4434435368	clock	50.0360608101												
0375830367	Night of the New Magicians (Magic Tree House (R) Merlin Mission) Paperback	Children's Books	Science Fiction & Fantasy	bicycle	86.9150817394	person	78.55271101												
0375830480	Babe Ruth Saves Baseball! (Step into Reading 3) Paperback	Children's Books	Literature & Fiction	person	85.8310222626	violin	77.2096931934												
0375831150	Listen Up!: Alexander Graham Bell's Talking Machine (Step into Reading) Paperback	Children's Books	Literature & Fiction	person	90.6046509743	tie	57.1251153946												
0375832203	Ancient Rome and Pompeii: A Nonfiction Companion to Magic Tree House #13: Vacation Under the Volcano Paperback	Children's Books	Growing Up & Facts of Life	person	86.9322896004														
0375832335	Little Golden Book Collection: Inspirational Tales Hardcover	Children's Books	Religions	umbrella	64.6710395813														
0375832475	The Misadventures of Maude March Paperback	Children's Books	Literature & Fiction	person	84.5332980156	miniskirt	71.1337983608	cowboy_boot	60.3591144085										
0375832629	Nurse Nancy (Little Golden Book) Hardcover	Children's Books	Growing Up & Facts of Life	bottle	80.5743455887	person	77.4125993252												
0375832637	I'm a Truck (Little Golden Book) Hardcover	Children's Books	Literature & Fiction	person	58.0244600773														
0375833234	Pirate Mom (Step into Reading) Paperback	Children's Books	Growing Up & Facts of Life	toyshop	87.5936686993														
0375833706	Money, Money, Honey Bunny! (Bright & Early Books(R)) Hardcover	Children's Books	Growing Up & Facts of Life	umbrella	55.2495956421														
037583527X	Of Thee I Sing: A Letter to My Daughters Hardcover	Children's Books	Growing Up & Facts of Life	person	99.2406308651	dog	98.9318311214												
037583530X	The House That Jack Built Hardcover	Children's Books	Literature & Fiction	cat	90.131342411														
0375836012	The Boy Who Loved Words Hardcover	Children's Books	Literature & Fiction	tray	94.0855562687	person	73.7004756927												
037583611X	Duck & Goose Hardcover	Children's Books	Growing Up & Facts of Life	soccer_ball	96.376568079	bird	50.5982220173												
0375836195	Porch Lies: Tales of Slicksters, Tricksters, and other Wily Characters Hardcover	Children's Books	Literature & Fiction	accordion	76.5941977501	person	53.0766665936												
0375836888	Turtle in Paradise Hardcover	Children's Books	Literature & Fiction	starfish	99.95														
037583690X	Turtle in Paradise Paperback	Children's Books	Literature & Fiction	starfish	99.92	person	55.7595610619												
0375837574	The Best Place to Read Paperback	Children's Books	Literature & Fiction	dog	83.0452144146	person	52.1428346634												
0375837892	A Christmas Memory Hardcover	Teen & Young Adult	Literature & Fiction	person	68.9458489418														
0375838104	Junie B., First Grader: Dumb Bunny (Book 27) Paperback	Children's Books	Literature & Fiction	teddy bear	73.3569264412														
0375838481	SLEEPYTIME TALES: LG Hardcover	Children's Books	Literature & Fiction	teddy bear	85.0211560726	person	67.6149785519												
037583852X	Ma! There's Nothing to Do Here! A Word from your Baby-in-Waiting (Picture Book) Hardcover	Children's Books	Growing Up & Facts of Life	toilet_tissue	80.8686733246														
0375838821	100 Cupboards (100 Cupboards, Bk 1) Paperback	Children's Books	Science Fiction & Fantasy	safe	62.23	vending_machine	50.7013976574												
0375838864	The Chestnut King (100 Cupboards Book 3) (The 100 Cupboards) Paperback	Children's Books	Growing Up & Facts of Life	bakery	55.02	microwave	52.8949260712												
0375839232	The Animals' Christmas Eve (Little Golden Book) Hardcover	Children's Books	Literature & Fiction	brass	81.5080106258	bird	77.9335319996	zebra	50.9249210358										
0375839305	Grandpa Bunny (Disney Classic) (Little Golden Book) Hardcover	Children's Books	Growing Up & Facts of Life	tray	53.6194205284														
0375839372	Mayflower Treasure Hunt (A to Z Mysteries Super Edition, No. 2) Paperback	Children's Books	Literature & Fiction	person	93.1537806988	shopping_cart	73												
0375840141	How Many Seeds in a Pumpkin? (Mr. Tiffin's Classroom Series) Hardcover	Children's Books	Growing Up & Facts of Life	banana	98.1220245361														
0375840397	I Am the Cheese Paperback	Children's Books	Growing Up & Facts of Life	horizontal_bar	87.1843993664														
0375840737	A Year In Europe: Three Novels Mass Market Paperback	Children's Books	Geography & Cultures	person	77.9114603996														
0375841784	ANIMAL TALES: LGB CO Hardcover	Children's Books	Literature & Fiction	cat	82.5646817684														
0375841989	Amelia Lost: The Life and Disappearance of Amelia Earhart Hardcover	Children's Books	History	person	91.5596783161														
0375842551	The Stone Child Paperback	Children's Books	Science Fiction & Fantasy	person	55.5623710155														
0375842713	Oh, No! Hardcover	Children's Books	Growing Up & Facts of Life	tiger	95.89	vase	50.5230247974												
0375842810	Mama, Where are You? Board book	Children's Books	Growing Up & Facts of Life	bib	55.804091692	birdhouse	50.67												
0375843922	Squish #4: Captain Disaster Paperback	Children's Books	Comics & Graphic Novels	sports ball	99.9990701675	slot	66.85	soccer_ball	54.5742630959										
0375843957	Haiku Baby Board book	Children's Books	Literature & Fiction	wall_clock	94.2165255547	tray	54.4234931469												
0375844031	The Donut Chef (A Golden Classic) Hardcover	Children's Books	Literature & Fiction	pinwheel	99.0956366062	donut	84.0476512909												
037584418X	One, Two...Boo! Board book	Children's Books	Early Learning	toyshop	54.894310236														
0375844260	The Giant Golden Book of Elves and Fairies (A Golden Classic) Hardcover	Children's Books	Literature & Fiction	person	81.0482978821														
0375844481	Mrs. Harkness and the Panda Hardcover	Children's Books	Growing Up & Facts of Life	giant_panda	99.7040212154	teddy bear	90.6520485878												
0375844597	Astronaut Handbook Hardcover	Children's Books	Science, Nature & How It Works	digital_clock	80.7624220848														
0375844643	The Nutcracker Hardcover	Children's Books	Science Fiction & Fantasy	fork	56.7559659481														
037584516X	The Ruby in the Smoke: A Sally Lockhart Mystery Paperback	Teen & Young Adult	Literature & Fiction	person	79.8606932163														
0375845615	The Boy Who Invented TV: The Story of Philo Farnsworth Hardcover	Children's Books	Science, Nature & How It Works	stopwatch	93.6033427715	monitor	73.0664849281												
0375845623	Panda Kisses (Step into Reading) Paperback	Children's Books	Growing Up & Facts of Life	cake	61.0374212265														
0375846654	Leonardo da Vinci: A Nonfiction Companion to Magic Tree House Merlin Mission #10: Monday with a Mad Genius Paperback	Children's Books	Arts, Music & Photography	person	55.4519712925														
0375846875	Born to Read Hardcover	Children's Books	Growing Up & Facts of Life	bed	63.1878614426														
0375847219	White House White-Out (A to Z Mysteries Super Edition, No. 3) Paperback	Children's Books	Literature & Fiction	person	71.5858399868														
0375847324	Horse Diaries #1: Elska Paperback	Children's Books	Growing Up & Facts of Life	horse	62.2105181217														
0375847448	The Apple Orchard Riddle (Mr. Tiffin's Classroom Series) Hardcover	Children's Books	Growing Up & Facts of Life	person	79.2110741138	apple	61.4632546902												
0375847537	The Indian in the Cupboard Paperback	Children's Books	Science Fiction & Fantasy	person	89.5835995674	safe	89.8705899715												
0375847553	Thomas in Town: Valentine's Day in Vicarstown (Thomas & Friends) Hardcover	Children's Books	Holidays & Celebrations	person	95.3894019127	toyshop	80.0322771072	sewing_machine	76.0188221931										
0375847588	The Please and Thank You Book (Little Golden Book) Hardcover	Children's Books	Growing Up & Facts of Life	chair	87.7449929714														
0375847596	Change-Up: Mystery at the World Series (The Sports Beat, 4) Paperback	Children's Books	Sports & Outdoors	person	99.7485160828	bird	65.1877820492												
0375847626	11 Experiments That Failed Hardcover	Children's Books	Activities, Crafts & Games	shovel	96.1781144142	person	80.5775284767												
0375849793	Clever Jack Takes the Cake Hardcover	Children's Books	Growing Up & Facts of Life	bird	95.5435812473														
0375849807	The Honeybee Man Hardcover	Children's Books	Geography & Cultures	person	59.1010212898	clock	54.4855892658												
0375851232	Return to Sender Paperback	Children's Books	Growing Up & Facts of Life	person	78.1805932522														
0375851569	Dr. Seuss's Beginner Book Collection (Cat in the Hat, One Fish Two Fish, Green Eggs and Ham, Hop on Pop, Fox in Socks) Hardcover	Literature & Fiction	Poetry	binder	98.4155058861														
0375851593	Love, Aubrey Paperback	Children's Books	Growing Up & Facts of Life	person	95.1755583286														
0375851682	The Yellow Tutu Hardcover	Children's Books	Growing Up & Facts of Life	wig	98.33														
0375851992	Horse Diaries #3: Koda Paperback	Children's Books	Literature & Fiction	horse	93.8549280167														
0375852042	Horse Diaries #2: Bell's Star Paperback	Children's Books	Literature & Fiction	vizsla	97.2495853901	horse	92.4891114235												
0375854118	How to Survive Middle School Paperback	Children's Books	Growing Up & Facts of Life	mousetrap	84.5976412296	cat	67.1919465065												
037585486X	Wonders of Nature (Little Golden Book) Hardcover	Children's Books	Early Learning	person	89.5368516445	whistle	56.740552187												
0375855238	The Return of the Indian (The Indian in the Cupboard) Paperback	Children's Books	Science Fiction & Fantasy	horse	91.0619854927	cat	66.8737769127	person	54.8318982124										
0375855467	Anatole Paperback	Children's Books	Animals	bicycle	68.2414412498														
0375855505	The Boy on Fairfield Street: How Ted Geisel Grew Up to Become Dr. Seuss Paperback	Children's Books	History	person	93.3973252773	dog	73.302334547												
0375855521	The Big Blue Book of Beginner Books (Beginner Books(R)) Hardcover	Children's Books	Literature & Fiction	clock	99.0653574467														
0375855726	The Diamond of Darkhold (Ember, Book 4) Paperback	Children's Books	Growing Up & Facts of Life	umbrella	81.8365156651	perfume	59.3850791454												
0375855769	Shampoodle (Step into Reading) Paperback	Children's Books	Literature & Fiction	bottle	66.7290508747	teddy bear	57.9074442387												
0375855823	The Black Stallion Hardcover	Children's Books	Animals	horse	77.1883904934														
037585603X	Babe Ruth and the Baseball Curse (Totally True Adventures): How the Red Sox Curse Became a Legend . . . Paperback	Children's Books	Biographies	person	82.3678731918	frisbee	77.4630784988	banjo	52.0118117332										
0375856390	Have You Seen My Dinosaur? (Beginner Books(R)) Hardcover	Children's Books	Literature & Fiction	crib	63.5490179062														
0375856536	A Ghost Tale for Christmas Time (Magic Tree House (R) Merlin Mission) Paperback	Children's Books	Literature & Fiction	person	64.698278904														
0375856862	Monsters Don't Eat Broccoli Hardcover	Children's Books	Literature & Fiction	broccoli	86.0894560814														
0375856889	I Don't Want to Go To School! Hardcover	Children's Books	Growing Up & Facts of Life	stop sign	62.5097632408														
0375857117	The Sixty-Eight Rooms (The Sixty-Eight Rooms Adventures) Paperback	Children's Books	Arts, Music & Photography	person	87.5267982483	bookshop	60.7367873192												
0375857168	A Boy Named FDR: How Franklin D. Roosevelt Grew Up to Change America Hardcover	Children's Books	History	person	95.870923996														
0375857761	Easter in Harwick (Thomas & Friends) (Thomas In Town) Hardcover	Children's Books	Holidays & Celebrations	person	92.9282903671	toyshop	51.4136731625												
0375858075	The Big Green Book of Beginner Books (Beginner Books(R)) Hardcover	Children's Books	Literature & Fiction	frisbee	73.5003829002	person	62.1954083443												
0375858245	Because of Mr. Terupt Paperback	Children's Books	Growing Up & Facts of Life	person	60.4771435261	teddy bear	51.9590139389												
0375858296	Moon Over Manifest Paperback	Children's Books	Literature & Fiction	person	96.5977191925														
0375858342	Favorite Series Starters Boxed Set: A collection of first books from five favorite series for early chapter book readers (Magic Tree House (R)) Paperback	Children's Books	Growing Up & Facts of Life	person	97.4065601826														
0375858598	Subway Story Hardcover	Children's Books	Science, Nature & How It Works	water_jug	73.6383080482														
0375858709	The Dancing Pancake Hardcover	Children's Books	Growing Up & Facts of Life	slot	99.8655200005	clock	65.22564888												
0375858806	Nini Lost and Found Hardcover	Children's Books	Animals	tabby	88.0655765533	cat	54.1868686676												
0375858873	I Have a Dream (Book & CD) Hardcover	Children's Books	History	person	99.033164978														
0375858881	Elizabeth, Queen of the Seas Hardcover	Children's Books	Geography & Cultures	person	83.8473260403														
0375858938	Discovery in the Cave (Step into Reading) Paperback	Children's Books	Literature & Fiction	person	90.6140685081														
0375858997	How Rocket Learned to Read Hardcover	Children's Books	Growing Up & Facts of Life	book	63.8756036758	dog	57.1180403233												
0375859551	Dash & Lily's Book of Dares Paperback	Teen & Young Adult	Literature & Fiction	street_sign	99.9346911907														
0375860118	Snakes and Other Reptiles: A Nonfiction Companion to Magic Tree House Merlin Mission #17: A Crazy Day with Cobras Paperback	Children's Books	Literature & Fiction	vine_snake	92.26	person	80.0624251366												
0375860932	Daddy Christmas and Hanukkah Mama Hardcover	Children's Books	Growing Up & Facts of Life	person	68.3342993259														
0375861300	Daddies (Little Golden Book) Hardcover	Children's Books	Growing Up & Facts of Life	dog	73.592466116	person	62.1481120586												
0375861513	Dinosaur Train: Triceratops for Lunch (Little Golden Book) Hardcover	Children's Books	Animals	diaper	77.2792339325														
0375861556	Hey, Buddy! (Dinosaur Train) Paperback	Children's Books	Animals	ocarina	83.765155077	bird	61.1322939396	clock	54.1698694229										
0375863397	Barack Obama: Out of Many, One (Step into Reading) Paperback	Children's Books	History	tie	96.1687207222	person	95.4464733601												
0375864350	The Bippolo Seed and Other Lost Stories (Classic Seuss) Hardcover	Children's Books	Literature & Fiction	bird	71.8226850033	cat	69.392645359	person	68.9644157887										
0375864490	Dog Loves Books Hardcover	Children's Books	Animals	jersey	66.8063879013														
0375864547	In New York Hardcover	Children's Books	History	person	74.7424781322														
037586458X	The Carnival of the Animals (Book & CD) Hardcover	Literature & Fiction	Poetry	tray	77.8451025486														
0375864970	Nosh, Schlep, Schluff: Babyiddish Board book	Children's Books	Education & Reference	person	74.5952308178	crate	73.8339304924	teddy bear	58.4784567356										
0375865810	Barbie, I Can Be- A Pet Vet (Step into Reading, Step 1) Paperback	Children's Books	Growing Up & Facts of Life	cat	90.4602527618	teddy bear	69.0643489361	person	62.5872850418	bottle	57.0893645287								
0375866132	EASTER EGGSPRESS! Paperback	Children's Books	Activities, Crafts & Games	toyshop	99.8890697956														
0375866183	A Book of Sleep Board book	Children's Books	Growing Up & Facts of Life	clock	91.1433637142														
037586640X	What Cat Is That?: All About Cats (Cat in the Hat's Learning Library) Hardcover	Children's Books	Literature & Fiction	cat	75.5263030529														
0375866566	Seraphina Hardcover	Teen & Young Adult	Literature & Fiction	clock	80.1085710526														
0375866787	Sleeping Bootsie (Step into Reading) Paperback	Children's Books	Literature & Fiction	teddy	98.7781763077	teddy bear	53.1866788864												
0375866892	The Three Little Aliens and the Big Bad Robot Hardcover	Children's Books	Science Fiction & Fantasy	plunger	89.2494440079														
0375867031	Ballpark Mysteries #1: The Fenway Foul-up Paperback	Children's Books	Literature & Fiction	person	66.4349496365														
037586704X	The Pinstripe Ghost (Ballpark Mysteries) Paperback	Children's Books	Literature & Fiction	person	89.6192789078														
0375867120	A Splash of Red: The Life and Art of Horace Pippin (Schneider Family Book Awards - Young Children's Book Winner) Hardcover	Children's Books	Arts, Music & Photography	person	64.4974470139														
0375867139	How to Babysit a Grandpa Hardcover	Children's Books	Growing Up & Facts of Life	jersey	51.6258239746														
0375867198	Horse Diaries #6: Yatimah Paperback	Children's Books	Geography & Cultures	horse	92.4472808838														
0375867252	Francis Scott Key's Star-Spangled Banner (Step into Reading) Paperback	Children's Books	History	person	88.5859668255														
0375867562	Boy and Bot Hardcover	Children's Books	Growing Up & Facts of Life	refrigerator	52.2758960724														
0375867600	Little Lucy (Step into Reading) Paperback	Children's Books	Growing Up & Facts of Life	dog	73.5149145126														
0375867732	Cecil the Pet Glacier Hardcover	Children's Books	Growing Up & Facts of Life	person	89.8713588715														
0375867740	The Watcher: Jane Goodall's Life with the Chimps Hardcover	Children's Books	Animals	bow_tie	99.3453383446	clock	91.6348040104	binoculars	55.9466838837										
0375868151	THOMAS' VALENTINE PA Paperback	Children's Books	Activities, Crafts & Games	soap_dispenser	76.232200861														
0375868259	Abe Lincoln at Last! (Magic Tree House) Hardcover	Children's Books	Literature & Fiction	person	96.4629352093	stage	76.1668741703	tie	50.0108838081										
0375868267	A Perfect Time for Pandas (Magic Tree House) Hardcover	Children's Books	Literature & Fiction	teddy bear	81.6043317318														
037586833X	Horse Diaries #7: Risky Chance Paperback	Children's Books	Literature & Fiction	horse	84.4515144825														
037586847X	ZooZical Hardcover	Children's Books	Growing Up & Facts of Life	theater_curtain	89.8414075375														
037586881X	Horse Diaries #8: Black Cloud Paperback	Children's Books	Literature & Fiction	horse	97.4738001823														
0375868836	Ballpark Mysteries #4: The Astro Outlaw Paperback	Children's Books	Literature & Fiction	person	79.0325701237														
0375868844	Ballpark Mysteries #5: The All-Star Joker Paperback	Children's Books	Growing Up & Facts of Life	person	89.108222723														
0375868852	Ballpark Mysteries #3: The L.A. Dodger Paperback	Children's Books	Literature & Fiction	person	85.9704434872														
0375869220	The Carpenter's Gift: A Christmas Tale about the Rockefeller Center Tree Hardcover	Children's Books	Literature & Fiction	person	94.1041409969	bagel	57.6573848724												
0375869646	Foul Trouble Hardcover	Teen & Young Adult	Literature & Fiction	person	77.4769246578														
0375869778	How to Help the Earth-by the Lorax (Dr. Seuss) (Step into Reading) Paperback	Children's Books	Literature & Fiction	bird	61.3271832466														
0375869824	Fox and Crow Are Not Friends (Step into Reading) Paperback	Children's Books	Literature & Fiction	bird	68.7507450581														
0375869883	Dinosaurs Before Dark (Full-Color Edition) (Magic Tree House (R)) Hardcover	Children's Books	Literature & Fiction	person	89.8718595505														
0375869999	Look for the Lorax (Dr. Seuss) (Step into Reading) Paperback	Children's Books	Literature & Fiction	tray	58.7199091911														
0375870067	Horse Diaries #9: Tennessee Rose Paperback	Children's Books	Literature & Fiction	horse	95.8983242512														
0375870253	Pandas and Other Endangered Species: A Nonfiction Companion to Magic Tree House Merlin Mission #20: A Perfect Time for Pandas Paperback	Children's Books	Literature & Fiction	giant_panda	99.98	person	70.4099237919	dog	63.0630373955										
0375870334	Alvin Ho: Allergic to Babies, Burglars, and Other Bumps in the Night Hardcover	Children's Books	Growing Up & Facts of Life	clock	67.9050028324														
0375870415	Unspoken (The Lynburn Legacy Book 1) Hardcover	Teen & Young Adult	Science Fiction & Fantasy	person	64.3453240395														
037587058X	Baby's Christmas (Golden Baby) Board book	Children's Books	Growing Up & Facts of Life	person	90.3064250946	maraca	82.7934205532												
0375870679	Dog Loves Drawing Hardcover	Children's Books	Animals	wall_clock	95.2127099037														
0375870733	Hark! A Shark!: All About Sharks (Cat in the Hat's Learning Library) Hardcover	Children's Books	Literature & Fiction	bird	82.8125655651	person	52.9234290123												
0375870865	Rocket Writes a Story Hardcover	Children's Books	Growing Up & Facts of Life	teddy bear	95.1847672462	teddy	76.0276138783												
037587089X	Escape from Mr. Lemoncello's Library Hardcover	Children's Books	Education & Reference	person	95.3308343887														
0375871217	Clackers: Penguin Board book	Children's Books	Animals	space_shuttle	50.6835758686														
0375871284	Dr. Seuss's Second Beginner Book Collection (Beginner Books(R)) Hardcover	Children's Books	Literature & Fiction	magnetic_compass	61.6852223873														
0375871438	DINOSAURS A TO Z - P Board book	Children's Books	Animals	bird	59.1151833534														
0375872132	Eight Keys Paperback	Children's Books	Growing Up & Facts of Life	person	96.5460002422	lab_coat	89.5565092564												
0375873007	The Best Book to Read Paperback	Children's Books	Growing Up & Facts of Life	toyshop	80.3812265396	person	78.7597775459	book	76.9124805927										
0375873112	The Secrets of the Immortal Nicholas Flamel: The First Codex Paperback	Teen & Young Adult	Science Fiction & Fantasy	switch	94.5896983147														
0375873481	The Little Christmas Elf (Little Golden Book) Hardcover	Children's Books	Growing Up & Facts of Life	teddy	89.5122766495	teddy bear	61.2761676311												
037587495X	FRIENDLY TALES Hardcover	Children's Books	Literature & Fiction	person	63.5115921497	bird	52.3986518383												
0375875115	Rudolph the Red-Nosed Reindeer (Rudolph the Red-Nosed Reindeer) (Picture Book) Hardcover	Children's Books	Holidays & Celebrations	teddy bear	53.2585501671	toyshop	53.8204014301												
037587514X	Vintage Valentines (Press Out Book) Paperback	Children's Books	Arts, Music & Photography	person	63.9039039612	bottle	59.9275350571												
0376018089	JoAnne Liebeler's Do It Herself: Everything You Need to Know to Fix, Maintain, and Improve Your Home Paperback	Crafts, Hobbies & Home	Home Improvement & Design	person	96.333605051	potted plant	88.5213434696												
0376020385	Trattoria : The Best of Casual Italian Cooking (Casual Cuisines of the World) Hardcover	Cookbooks, Food & Wine	Regional & International	chocolate_sauce	62.6757442951	bottle	58.6098313332	dining table	52.1995067596										
0376023368	Sunset Quick Cooking for Two Hardcover	Cookbooks, Food & Wine	Cooking Methods	bowl	93.6551570892														
0380005255	The Flame and the Flower (The Birmingham Family) Mass Market Paperback	Literature & Fiction	Genre Fiction	person	86.3555490971														
0380007789	The Wolf and the Dove Mass Market Paperback	Romance	Historical	lab_coat	94.4493532181	person	75.8758306503	vase	72.1127271652	potted plant	53.7647485733	plastic_bag	50.2083897591						
0380014300	Nine Princes In Amber Mass Market Paperback	Science Fiction & Fantasy	Fantasy	person	67.3091769218														
0380016362	Laura: The Life of Laura Ingalls Wilder Mass Market Paperback	Biographies & Memoirs	Arts & Literature	person	90.7832562923	dog	66.0043239594												
0380446448	A Dead God Dancing Mass Market Paperback	Romance	Historical	bird	74.2027699947	person	66.6696131229												
038059949X	Somebody Else's Kids Mass Market Paperback	Parenting & Relationships	Family Relationships	person	78.4107804298														
0380633132	We Mass Market Paperback	Literature & Fiction	World Literature	bottle	52.7975857258														
0380652277	Murphy's Boy Mass Market Paperback	Parenting & Relationships	Family Relationships	person	84.7803771496	guillotine	71.0841715336												
0380699931	S.O.R. Losers Paperback	Children's Books	Growing Up & Facts of Life	sports ball	99.5868325233	person	93.673658371	ballplayer	52.36										
0380701340	A Creed for the Third Millennium Mass Market Paperback	Literature & Fiction	Genre Fiction	person	58.0352187157														
0380705648	Just Another Kid Mass Market Paperback	Parenting & Relationships	Family Relationships	person	90.9295141697	wig	52.6124954224												
0380709082	Living Beautifully Together Paperback	Crafts, Hobbies & Home	Home Improvement & Design	person	59.2552483082														
0380709139	Ellen Tebbits Paperback	Children's Books	Growing Up & Facts of Life	person	96.4875042439														
0380709147	Henry and Beezus (Henry Huggins) Paperback	Children's Books	Growing Up & Facts of Life	person	91.6911244392														
0380709171	Henry and Ribsy (Henry Huggins) Paperback	Children's Books	Animals	person	88.4878396988	teddy bear	53.9121806622												
038070918X	Beezus and Ramona Paperback	Children's Books	Growing Up & Facts of Life	person	97.4274218082														
0380709198	Otis Spofford Paperback	Children's Books	Growing Up & Facts of Life	person	94.0605521202	tie	55.4447710514												
038070921X	Henry and the Paper Route (Henry Huggins) Paperback	Children's Books	Growing Up & Facts of Life	bicycle	86.0696256161	person	70.1661527157												
0380709236	Emily's Runaway Imagination Paperback	Children's Books	Literature & Fiction	person	67.7624642849														
0380709252	Mitch and Amy Paperback	Children's Books	Growing Up & Facts of Life	person	86.7933690548														
0380709260	Socks Paperback	Children's Books	Animals	bird	67.3692405224	cat	67.1813488007												
0380709546	Ramona the Pest Paperback	Children's Books	Growing Up & Facts of Life	person	91.0832703114	dog	79.6636760235												
0380709554	Ribsy (Henry Huggins) Paperback	Children's Books	Growing Up & Facts of Life	dog	62.2410953045														
0380709562	Ramona Quimby, Age 8 Paperback	Children's Books	Literature & Fiction	bicycle	94.9767112732	person	91.2072002888	mountain_bike	76.2271344662										
0380709589	Dear Mr. Henshaw Paperback	Children's Books	Literature & Fiction	person	92.9535388947	drumstick	57.1233868599												
0380709937	Out on the Cutting Edge (Matthew Scudder) Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	car	79.3477773666														
0380710870	Muggie Maggie Paperback	Children's Books	Growing Up & Facts of Life	person	98.9077806473														
0380710897	Among Schoolchildren Paperback	Politics & Social Sciences	Social Sciences	clock	92.6235258579	chair	72.4993824959	dining table	59.8303258419										
0380711559	A Beautiful Place to Die (Martha's Vineyard Mysteries (Avon Books)) Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	bird	98.7677514553														
0380713810	Made in America: An Informal History of the English Language in the United States Paperback	Humor & Entertainment	Humor	person	82.7163279057														
0380715430	The Mother Tongue - English And How It Got That Way Paperback	Humor & Entertainment	Humor	person	90.0280833244	tie	62.2199654579												
038071681X	Ghost Girl Mass Market Paperback	Parenting & Relationships	Family Relationships	mousetrap	96.5300500393	person	92.6900804043												
0380717573	Pendragon (The Pendragon Cycle, Book 4) Mass Market Paperback	Science Fiction & Fantasy	Fantasy	vase	69.4034576416	street_sign	61.4847779274												
0380718057	Windcatcher (BookFestival) Paperback	Children's Books	Literature & Fiction	person	60.0515305996														
0380718510	A Sudden Wild Magic Paperback	Science Fiction & Fantasy	Fantasy	person	56.6792845726														
0380719738	The Double Minded Men: A Martha's Vineyard Mystery Paperback	Mystery, Thriller & Suspense	Mystery	teddy bear	73.9226996899	person	50.1321911812												
0380722054	Death on a Cold, Wild River Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	tv	50.3314435482														
0380722062	The Death of an Ardent Bibliophile Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	tv	51.9302904606														
0380722402	Cliff Hanger (Martha's Vineyard Mystery No 4) Paperback	Mystery, Thriller & Suspense	Mystery	bird	92.9619371891														
0380723387	The Body in the Cast: A Faith Fairchild Mystery Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	clock	99.7346878052														
0380725355	Everybody Dies (Matthew Scudder) Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	hair_spray	57.2271823883														
0380725371	Ghost Canoe Paperback	Teen & Young Adult	Literature & Fiction	person	80.5130183697														
0380726793	A Case of Vineyard Poison Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	wine glass	89.739125967	dog	64.1730248928	donut	59.8712801933	cat	55.363035202								
0380727404	A Girl from Yamhill Paperback	Teen & Young Adult	Biographies	person	88.4590148926														
0380727463	My Own Two Feet: A Memoir Paperback	Children's Books	Biographies	person	84.7531795502														
0380727692	Poppy Paperback	Children's Books	Animals	teddy bear	60.2147459984														
0380728222	Next of Kin: My Conversations with Chimpanzees Paperback	Science & Math	Biological Sciences	dog	73.0168640614	person	55.4598987103												
0380728397	Don't Know Much About the Bible: Everything You Need to Know About the Good Book but Never Learned Paperback	History	World	person	79.2019963264														
0380728737	Death on a Vineyard Beach (A Martha's Vineyard Mystery) Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	cat	80.0701320171														
0380729687	Eyewitness to History Paperback	History	World	person	85.9587848186														
0380730391	Golden Apples of the Sun, The Paperback	Literature & Fiction	Short Stories & Anthologies	clock	59.9254965782														
0380730863	A Medicine for Melancholy and Other Stories Paperback	Literature & Fiction	Short Stories & Anthologies	person	99.2656230927	ballplayer	78.7393808365												
0380731045	Painting the Black (Avon Camelot Books) Mass Market Paperback	Teen & Young Adult	Literature & Fiction	crash_helmet	60.9222471714	frisbee	50.0440478325												
0380731061	Novelties & Souvenirs: Collected Short Fiction Paperback	Literature & Fiction	Short Stories & Anthologies	person	67.1610534191														
038073110X	A Deadly Vineyard Holiday (Martha's Vineyard Mysteries) Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	cat	88.6642694473	dining table	51.5362560749												
0380731223	Summer of the Dragon Paperback	Mystery, Thriller & Suspense	Mystery	bed	52.0465135574														
0380731304	The Body in the Big Apple: A Faith Fairchild Mystery Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	apple	67.5741434097														
0380731444	Open Your Eyes: 1,000 Simple Ways To Bring Beauty Into Your Home And Life Each Day (Harperresource Book) Paperback	Crafts, Hobbies & Home	Home Improvement & Design	bakery	98.7000703812	chair	91.5969371796	vase	82.7091634274										
0380731886	Four Perfect Pebbles: A Holocaust Story Paperback	Teen & Young Adult	Education & Reference	person	66.3786768913														
0380732378	The Body in the Bookcase: A Faith Fairchild Mystery Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	book	50.042116642														
0380732734	The Death of an Irish Politician (Peter McGarr Mysteries) Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	corkscrew	75.1438260078	brass	60.92												
0380732890	A Fatal Vineyard Season: A Martha's Vineyard Mystery Mass Market Paperback	Literature & Fiction	United States	umbrella	52.2939324379														
